truth,trial,seed,initial_state,rate_log_beta_over_log_alpha,log_inverse_alpha,log_inverse_beta,p_test_crossing,q_test_crossing,stopping_time,decision,error
Q,0,260617587,0,0.5,320.0,160.0,731,,731,Q,False
Q,0,260617587,0,1.0,320.0,320.0,731,,731,Q,False
Q,0,260617587,0,2.0,320.0,640.0,731,,731,Q,False
Q,0,260617587,0,0.5,640.0,320.0,1434,,1434,Q,False
Q,0,260617587,0,1.0,640.0,640.0,1434,,1434,Q,False
Q,0,260617587,0,2.0,640.0,1280.0,1434,,1434,Q,False
Q,0,260617587,0,0.5,1280.0,640.0,2671,,2671,Q,False
Q,0,260617587,0,1.0,1280.0,1280.0,2671,,2671,Q,False
Q,0,260617587,0,2.0,1280.0,2560.0,2671,,2671,Q,False
Q,0,260617587,0,0.5,2560.0,1280.0,5073,,5073,Q,False
Q,0,260617587,0,1.0,2560.0,2560.0,5073,,5073,Q,False
Q,0,260617587,0,2.0,2560.0,5120.0,5073,,5073,Q,False
Q,0,260617587,0,0.5,5120.0,2560.0,9865,,9865,Q,False
Q,0,260617587,0,1.0,5120.0,5120.0,9865,,9865,Q,False
Q,0,260617587,0,2.0,5120.0,10240.0,9865,,9865,Q,False
Q,1,260617588,1,0.5,320.0,160.0,800,,800,Q,False
Q,1,260617588,1,1.0,320.0,320.0,800,,800,Q,False
Q,1,260617588,1,2.0,320.0,640.0,800,,800,Q,False
Q,1,260617588,1,0.5,640.0,320.0,1415,,1415,Q,False
Q,1,260617588,1,1.0,640.0,640.0,1415,,1415,Q,False
Q,1,260617588,1,2.0,640.0,1280.0,1415,,1415,Q,False
Q,1,260617588,1,0.5,1280.0,640.0,2655,,2655,Q,False
Q,1,260617588,1,1.0,1280.0,1280.0,2655,,2655,Q,False
Q,1,260617588,1,2.0,1280.0,2560.0,2655,,2655,Q,False
Q,1,260617588,1,0.5,2560.0,1280.0,5181,,5181,Q,False
Q,1,260617588,1,1.0,2560.0,2560.0,5181,,5181,Q,False
Q,1,260617588,1,2.0,2560.0,5120.0,5181,,5181,Q,False
Q,1,260617588,1,0.5,5120.0,2560.0,10127,,10127,Q,False
Q,1,260617588,1,1.0,5120.0,5120.0,10127,,10127,Q,False
Q,1,260617588,1,2.0,5120.0,10240.0,10127,,10127,Q,False
Q,2,260617589,2,0.5,320.0,160.0,782,,782,Q,False
Q,2,260617589,2,1.0,320.0,320.0,782,,782,Q,False
Q,2,260617589,2,2.0,320.0,640.0,782,,782,Q,False
Q,2,260617589,2,0.5,640.0,320.0,1403,,1403,Q,False
Q,2,260617589,2,1.0,640.0,640.0,1403,,1403,Q,False
Q,2,260617589,2,2.0,640.0,1280.0,1403,,1403,Q,False
Q,2,260617589,2,0.5,1280.0,640.0,2668,,2668,Q,False
Q,2,260617589,2,1.0,1280.0,1280.0,2668,,2668,Q,False
Q,2,260617589,2,2.0,1280.0,2560.0,2668,,2668,Q,False
Q,2,260617589,2,0.5,2560.0,1280.0,5069,,5069,Q,False
Q,2,260617589,2,1.0,2560.0,2560.0,5069,,5069,Q,False
Q,2,260617589,2,2.0,2560.0,5120.0,5069,,5069,Q,False
Q,2,260617589,2,0.5,5120.0,2560.0,9698,,9698,Q,False
Q,2,260617589,2,1.0,5120.0,5120.0,9698,,9698,Q,False
Q,2,260617589,2,2.0,5120.0,10240.0,9698,,9698,Q,False
Q,3,260617590,3,0.5,320.0,160.0,816,,816,Q,False
Q,3,260617590,3,1.0,320.0,320.0,816,,816,Q,False
Q,3,260617590,3,2.0,320.0,640.0,816,,816,Q,False
Q,3,260617590,3,0.5,640.0,320.0,1389,,1389,Q,False
Q,3,260617590,3,1.0,640.0,640.0,1389,,1389,Q,False
Q,3,260617590,3,2.0,640.0,1280.0,1389,,1389,Q,False
Q,3,260617590,3,0.5,1280.0,640.0,2743,,2743,Q,False
Q,3,260617590,3,1.0,1280.0,1280.0,2743,,2743,Q,False
Q,3,260617590,3,2.0,1280.0,2560.0,2743,,2743,Q,False
Q,3,260617590,3,0.5,2560.0,1280.0,5194,,5194,Q,False
Q,3,260617590,3,1.0,2560.0,2560.0,5194,,5194,Q,False
Q,3,260617590,3,2.0,2560.0,5120.0,5194,,5194,Q,False
Q,3,260617590,3,0.5,5120.0,2560.0,10002,,10002,Q,False
Q,3,260617590,3,1.0,5120.0,5120.0,10002,,10002,Q,False
Q,3,260617590,3,2.0,5120.0,10240.0,10002,,10002,Q,False
Q,4,260617591,4,0.5,320.0,160.0,690,,690,Q,False
Q,4,260617591,4,1.0,320.0,320.0,690,,690,Q,False
Q,4,260617591,4,2.0,320.0,640.0,690,,690,Q,False
Q,4,260617591,4,0.5,640.0,320.0,1360,,1360,Q,False
Q,4,260617591,4,1.0,640.0,640.0,1360,,1360,Q,False
Q,4,260617591,4,2.0,640.0,1280.0,1360,,1360,Q,False
Q,4,260617591,4,0.5,1280.0,640.0,2561,,2561,Q,False
Q,4,260617591,4,1.0,1280.0,1280.0,2561,,2561,Q,False
Q,4,260617591,4,2.0,1280.0,2560.0,2561,,2561,Q,False
Q,4,260617591,4,0.5,2560.0,1280.0,5007,,5007,Q,False
Q,4,260617591,4,1.0,2560.0,2560.0,5007,,5007,Q,False
Q,4,260617591,4,2.0,2560.0,5120.0,5007,,5007,Q,False
Q,4,260617591,4,0.5,5120.0,2560.0,9826,,9826,Q,False
Q,4,260617591,4,1.0,5120.0,5120.0,9826,,9826,Q,False
Q,4,260617591,4,2.0,5120.0,10240.0,9826,,9826,Q,False
Q,5,260617592,0,0.5,320.0,160.0,800,,800,Q,False
Q,5,260617592,0,1.0,320.0,320.0,800,,800,Q,False
Q,5,260617592,0,2.0,320.0,640.0,800,,800,Q,False
Q,5,260617592,0,0.5,640.0,320.0,1519,,1519,Q,False
Q,5,260617592,0,1.0,640.0,640.0,1519,,1519,Q,False
Q,5,260617592,0,2.0,640.0,1280.0,1519,,1519,Q,False
Q,5,260617592,0,0.5,1280.0,640.0,2734,,2734,Q,False
Q,5,260617592,0,1.0,1280.0,1280.0,2734,,2734,Q,False
Q,5,260617592,0,2.0,1280.0,2560.0,2734,,2734,Q,False
Q,5,260617592,0,0.5,2560.0,1280.0,5086,,5086,Q,False
Q,5,260617592,0,1.0,2560.0,2560.0,5086,,5086,Q,False
Q,5,260617592,0,2.0,2560.0,5120.0,5086,,5086,Q,False
Q,5,260617592,0,0.5,5120.0,2560.0,9894,,9894,Q,False
Q,5,260617592,0,1.0,5120.0,5120.0,9894,,9894,Q,False
Q,5,260617592,0,2.0,5120.0,10240.0,9894,,9894,Q,False
Q,6,260617593,1,0.5,320.0,160.0,727,,727,Q,False
Q,6,260617593,1,1.0,320.0,320.0,727,,727,Q,False
Q,6,260617593,1,2.0,320.0,640.0,727,,727,Q,False
Q,6,260617593,1,0.5,640.0,320.0,1467,,1467,Q,False
Q,6,260617593,1,1.0,640.0,640.0,1467,,1467,Q,False
Q,6,260617593,1,2.0,640.0,1280.0,1467,,1467,Q,False
Q,6,260617593,1,0.5,1280.0,640.0,2725,,2725,Q,False
Q,6,260617593,1,1.0,1280.0,1280.0,2725,,2725,Q,False
Q,6,260617593,1,2.0,1280.0,2560.0,2725,,2725,Q,False
Q,6,260617593,1,0.5,2560.0,1280.0,5071,,5071,Q,False
Q,6,260617593,1,1.0,2560.0,2560.0,5071,,5071,Q,False
Q,6,260617593,1,2.0,2560.0,5120.0,5071,,5071,Q,False
Q,6,260617593,1,0.5,5120.0,2560.0,9951,,9951,Q,False
Q,6,260617593,1,1.0,5120.0,5120.0,9951,,9951,Q,False
Q,6,260617593,1,2.0,5120.0,10240.0,9951,,9951,Q,False
Q,7,260617594,2,0.5,320.0,160.0,634,,634,Q,False
Q,7,260617594,2,1.0,320.0,320.0,634,,634,Q,False
Q,7,260617594,2,2.0,320.0,640.0,634,,634,Q,False
Q,7,260617594,2,0.5,640.0,320.0,1349,,1349,Q,False
Q,7,260617594,2,1.0,640.0,640.0,1349,,1349,Q,False
Q,7,260617594,2,2.0,640.0,1280.0,1349,,1349,Q,False
Q,7,260617594,2,0.5,1280.0,640.0,2710,,2710,Q,False
Q,7,260617594,2,1.0,1280.0,1280.0,2710,,2710,Q,False
Q,7,260617594,2,2.0,1280.0,2560.0,2710,,2710,Q,False
Q,7,260617594,2,0.5,2560.0,1280.0,5024,,5024,Q,False
Q,7,260617594,2,1.0,2560.0,2560.0,5024,,5024,Q,False
Q,7,260617594,2,2.0,2560.0,5120.0,5024,,5024,Q,False
Q,7,260617594,2,0.5,5120.0,2560.0,9896,,9896,Q,False
Q,7,260617594,2,1.0,5120.0,5120.0,9896,,9896,Q,False
Q,7,260617594,2,2.0,5120.0,10240.0,9896,,9896,Q,False
Q,8,260617595,3,0.5,320.0,160.0,875,,875,Q,False
Q,8,260617595,3,1.0,320.0,320.0,875,,875,Q,False
Q,8,260617595,3,2.0,320.0,640.0,875,,875,Q,False
Q,8,260617595,3,0.5,640.0,320.0,1450,,1450,Q,False
Q,8,260617595,3,1.0,640.0,640.0,1450,,1450,Q,False
Q,8,260617595,3,2.0,640.0,1280.0,1450,,1450,Q,False
Q,8,260617595,3,0.5,1280.0,640.0,2700,,2700,Q,False
Q,8,260617595,3,1.0,1280.0,1280.0,2700,,2700,Q,False
Q,8,260617595,3,2.0,1280.0,2560.0,2700,,2700,Q,False
Q,8,260617595,3,0.5,2560.0,1280.0,5129,,5129,Q,False
Q,8,260617595,3,1.0,2560.0,2560.0,5129,,5129,Q,False
Q,8,260617595,3,2.0,2560.0,5120.0,5129,,5129,Q,False
Q,8,260617595,3,0.5,5120.0,2560.0,10019,,10019,Q,False
Q,8,260617595,3,1.0,5120.0,5120.0,10019,,10019,Q,False
Q,8,260617595,3,2.0,5120.0,10240.0,10019,,10019,Q,False
Q,9,260617596,4,0.5,320.0,160.0,843,,843,Q,False
Q,9,260617596,4,1.0,320.0,320.0,843,,843,Q,False
Q,9,260617596,4,2.0,320.0,640.0,843,,843,Q,False
Q,9,260617596,4,0.5,640.0,320.0,1450,,1450,Q,False
Q,9,260617596,4,1.0,640.0,640.0,1450,,1450,Q,False
Q,9,260617596,4,2.0,640.0,1280.0,1450,,1450,Q,False
Q,9,260617596,4,0.5,1280.0,640.0,2646,,2646,Q,False
Q,9,260617596,4,1.0,1280.0,1280.0,2646,,2646,Q,False
Q,9,260617596,4,2.0,1280.0,2560.0,2646,,2646,Q,False
Q,9,260617596,4,0.5,2560.0,1280.0,5016,,5016,Q,False
Q,9,260617596,4,1.0,2560.0,2560.0,5016,,5016,Q,False
Q,9,260617596,4,2.0,2560.0,5120.0,5016,,5016,Q,False
Q,9,260617596,4,0.5,5120.0,2560.0,10018,,10018,Q,False
Q,9,260617596,4,1.0,5120.0,5120.0,10018,,10018,Q,False
Q,9,260617596,4,2.0,5120.0,10240.0,10018,,10018,Q,False
Q,10,260617597,0,0.5,320.0,160.0,666,,666,Q,False
Q,10,260617597,0,1.0,320.0,320.0,666,,666,Q,False
Q,10,260617597,0,2.0,320.0,640.0,666,,666,Q,False
Q,10,260617597,0,0.5,640.0,320.0,1223,,1223,Q,False
Q,10,260617597,0,1.0,640.0,640.0,1223,,1223,Q,False
Q,10,260617597,0,2.0,640.0,1280.0,1223,,1223,Q,False
Q,10,260617597,0,0.5,1280.0,640.0,2411,,2411,Q,False
Q,10,260617597,0,1.0,1280.0,1280.0,2411,,2411,Q,False
Q,10,260617597,0,2.0,1280.0,2560.0,2411,,2411,Q,False
Q,10,260617597,0,0.5,2560.0,1280.0,4904,,4904,Q,False
Q,10,260617597,0,1.0,2560.0,2560.0,4904,,4904,Q,False
Q,10,260617597,0,2.0,2560.0,5120.0,4904,,4904,Q,False
Q,10,260617597,0,0.5,5120.0,2560.0,9934,,9934,Q,False
Q,10,260617597,0,1.0,5120.0,5120.0,9934,,9934,Q,False
Q,10,260617597,0,2.0,5120.0,10240.0,9934,,9934,Q,False
Q,11,260617598,1,0.5,320.0,160.0,715,,715,Q,False
Q,11,260617598,1,1.0,320.0,320.0,715,,715,Q,False
Q,11,260617598,1,2.0,320.0,640.0,715,,715,Q,False
Q,11,260617598,1,0.5,640.0,320.0,1368,,1368,Q,False
Q,11,260617598,1,1.0,640.0,640.0,1368,,1368,Q,False
Q,11,260617598,1,2.0,640.0,1280.0,1368,,1368,Q,False
Q,11,260617598,1,0.5,1280.0,640.0,2686,,2686,Q,False
Q,11,260617598,1,1.0,1280.0,1280.0,2686,,2686,Q,False
Q,11,260617598,1,2.0,1280.0,2560.0,2686,,2686,Q,False
Q,11,260617598,1,0.5,2560.0,1280.0,5241,,5241,Q,False
Q,11,260617598,1,1.0,2560.0,2560.0,5241,,5241,Q,False
Q,11,260617598,1,2.0,2560.0,5120.0,5241,,5241,Q,False
Q,11,260617598,1,0.5,5120.0,2560.0,10432,,10432,Q,False
Q,11,260617598,1,1.0,5120.0,5120.0,10432,,10432,Q,False
Q,11,260617598,1,2.0,5120.0,10240.0,10432,,10432,Q,False
Q,12,260617599,2,0.5,320.0,160.0,738,,738,Q,False
Q,12,260617599,2,1.0,320.0,320.0,738,,738,Q,False
Q,12,260617599,2,2.0,320.0,640.0,738,,738,Q,False
Q,12,260617599,2,0.5,640.0,320.0,1353,,1353,Q,False
Q,12,260617599,2,1.0,640.0,640.0,1353,,1353,Q,False
Q,12,260617599,2,2.0,640.0,1280.0,1353,,1353,Q,False
Q,12,260617599,2,0.5,1280.0,640.0,2604,,2604,Q,False
Q,12,260617599,2,1.0,1280.0,1280.0,2604,,2604,Q,False
Q,12,260617599,2,2.0,1280.0,2560.0,2604,,2604,Q,False
Q,12,260617599,2,0.5,2560.0,1280.0,5033,,5033,Q,False
Q,12,260617599,2,1.0,2560.0,2560.0,5033,,5033,Q,False
Q,12,260617599,2,2.0,2560.0,5120.0,5033,,5033,Q,False
Q,12,260617599,2,0.5,5120.0,2560.0,9737,,9737,Q,False
Q,12,260617599,2,1.0,5120.0,5120.0,9737,,9737,Q,False
Q,12,260617599,2,2.0,5120.0,10240.0,9737,,9737,Q,False
Q,13,260617600,3,0.5,320.0,160.0,709,,709,Q,False
Q,13,260617600,3,1.0,320.0,320.0,709,,709,Q,False
Q,13,260617600,3,2.0,320.0,640.0,709,,709,Q,False
Q,13,260617600,3,0.5,640.0,320.0,1402,,1402,Q,False
Q,13,260617600,3,1.0,640.0,640.0,1402,,1402,Q,False
Q,13,260617600,3,2.0,640.0,1280.0,1402,,1402,Q,False
Q,13,260617600,3,0.5,1280.0,640.0,2657,,2657,Q,False
Q,13,260617600,3,1.0,1280.0,1280.0,2657,,2657,Q,False
Q,13,260617600,3,2.0,1280.0,2560.0,2657,,2657,Q,False
Q,13,260617600,3,0.5,2560.0,1280.0,5074,,5074,Q,False
Q,13,260617600,3,1.0,2560.0,2560.0,5074,,5074,Q,False
Q,13,260617600,3,2.0,2560.0,5120.0,5074,,5074,Q,False
Q,13,260617600,3,0.5,5120.0,2560.0,9990,,9990,Q,False
Q,13,260617600,3,1.0,5120.0,5120.0,9990,,9990,Q,False
Q,13,260617600,3,2.0,5120.0,10240.0,9990,,9990,Q,False
Q,14,260617601,4,0.5,320.0,160.0,796,,796,Q,False
Q,14,260617601,4,1.0,320.0,320.0,796,,796,Q,False
Q,14,260617601,4,2.0,320.0,640.0,796,,796,Q,False
Q,14,260617601,4,0.5,640.0,320.0,1458,,1458,Q,False
Q,14,260617601,4,1.0,640.0,640.0,1458,,1458,Q,False
Q,14,260617601,4,2.0,640.0,1280.0,1458,,1458,Q,False
Q,14,260617601,4,0.5,1280.0,640.0,2655,,2655,Q,False
Q,14,260617601,4,1.0,1280.0,1280.0,2655,,2655,Q,False
Q,14,260617601,4,2.0,1280.0,2560.0,2655,,2655,Q,False
Q,14,260617601,4,0.5,2560.0,1280.0,5113,,5113,Q,False
Q,14,260617601,4,1.0,2560.0,2560.0,5113,,5113,Q,False
Q,14,260617601,4,2.0,2560.0,5120.0,5113,,5113,Q,False
Q,14,260617601,4,0.5,5120.0,2560.0,10090,,10090,Q,False
Q,14,260617601,4,1.0,5120.0,5120.0,10090,,10090,Q,False
Q,14,260617601,4,2.0,5120.0,10240.0,10090,,10090,Q,False
Q,15,260617602,0,0.5,320.0,160.0,743,,743,Q,False
Q,15,260617602,0,1.0,320.0,320.0,743,,743,Q,False
Q,15,260617602,0,2.0,320.0,640.0,743,,743,Q,False
Q,15,260617602,0,0.5,640.0,320.0,1402,,1402,Q,False
Q,15,260617602,0,1.0,640.0,640.0,1402,,1402,Q,False
Q,15,260617602,0,2.0,640.0,1280.0,1402,,1402,Q,False
Q,15,260617602,0,0.5,1280.0,640.0,2661,,2661,Q,False
Q,15,260617602,0,1.0,1280.0,1280.0,2661,,2661,Q,False
Q,15,260617602,0,2.0,1280.0,2560.0,2661,,2661,Q,False
Q,15,260617602,0,0.5,2560.0,1280.0,5157,,5157,Q,False
Q,15,260617602,0,1.0,2560.0,2560.0,5157,,5157,Q,False
Q,15,260617602,0,2.0,2560.0,5120.0,5157,,5157,Q,False
Q,15,260617602,0,0.5,5120.0,2560.0,10026,,10026,Q,False
Q,15,260617602,0,1.0,5120.0,5120.0,10026,,10026,Q,False
Q,15,260617602,0,2.0,5120.0,10240.0,10026,,10026,Q,False
Q,16,260617603,1,0.5,320.0,160.0,762,,762,Q,False
Q,16,260617603,1,1.0,320.0,320.0,762,,762,Q,False
Q,16,260617603,1,2.0,320.0,640.0,762,,762,Q,False
Q,16,260617603,1,0.5,640.0,320.0,1392,,1392,Q,False
Q,16,260617603,1,1.0,640.0,640.0,1392,,1392,Q,False
Q,16,260617603,1,2.0,640.0,1280.0,1392,,1392,Q,False
Q,16,260617603,1,0.5,1280.0,640.0,2739,,2739,Q,False
Q,16,260617603,1,1.0,1280.0,1280.0,2739,,2739,Q,False
Q,16,260617603,1,2.0,1280.0,2560.0,2739,,2739,Q,False
Q,16,260617603,1,0.5,2560.0,1280.0,5038,,5038,Q,False
Q,16,260617603,1,1.0,2560.0,2560.0,5038,,5038,Q,False
Q,16,260617603,1,2.0,2560.0,5120.0,5038,,5038,Q,False
Q,16,260617603,1,0.5,5120.0,2560.0,10195,,10195,Q,False
Q,16,260617603,1,1.0,5120.0,5120.0,10195,,10195,Q,False
Q,16,260617603,1,2.0,5120.0,10240.0,10195,,10195,Q,False
Q,17,260617604,2,0.5,320.0,160.0,806,,806,Q,False
Q,17,260617604,2,1.0,320.0,320.0,806,,806,Q,False
Q,17,260617604,2,2.0,320.0,640.0,806,,806,Q,False
Q,17,260617604,2,0.5,640.0,320.0,1439,,1439,Q,False
Q,17,260617604,2,1.0,640.0,640.0,1439,,1439,Q,False
Q,17,260617604,2,2.0,640.0,1280.0,1439,,1439,Q,False
Q,17,260617604,2,0.5,1280.0,640.0,2744,,2744,Q,False
Q,17,260617604,2,1.0,1280.0,1280.0,2744,,2744,Q,False
Q,17,260617604,2,2.0,1280.0,2560.0,2744,,2744,Q,False
Q,17,260617604,2,0.5,2560.0,1280.0,5193,,5193,Q,False
Q,17,260617604,2,1.0,2560.0,2560.0,5193,,5193,Q,False
Q,17,260617604,2,2.0,2560.0,5120.0,5193,,5193,Q,False
Q,17,260617604,2,0.5,5120.0,2560.0,10183,,10183,Q,False
Q,17,260617604,2,1.0,5120.0,5120.0,10183,,10183,Q,False
Q,17,260617604,2,2.0,5120.0,10240.0,10183,,10183,Q,False
Q,18,260617605,3,0.5,320.0,160.0,882,,882,Q,False
Q,18,260617605,3,1.0,320.0,320.0,882,,882,Q,False
Q,18,260617605,3,2.0,320.0,640.0,882,,882,Q,False
Q,18,260617605,3,0.5,640.0,320.0,1537,,1537,Q,False
Q,18,260617605,3,1.0,640.0,640.0,1537,,1537,Q,False
Q,18,260617605,3,2.0,640.0,1280.0,1537,,1537,Q,False
Q,18,260617605,3,0.5,1280.0,640.0,2762,,2762,Q,False
Q,18,260617605,3,1.0,1280.0,1280.0,2762,,2762,Q,False
Q,18,260617605,3,2.0,1280.0,2560.0,2762,,2762,Q,False
Q,18,260617605,3,0.5,2560.0,1280.0,5312,,5312,Q,False
Q,18,260617605,3,1.0,2560.0,2560.0,5312,,5312,Q,False
Q,18,260617605,3,2.0,2560.0,5120.0,5312,,5312,Q,False
Q,18,260617605,3,0.5,5120.0,2560.0,10187,,10187,Q,False
Q,18,260617605,3,1.0,5120.0,5120.0,10187,,10187,Q,False
Q,18,260617605,3,2.0,5120.0,10240.0,10187,,10187,Q,False
Q,19,260617606,4,0.5,320.0,160.0,715,,715,Q,False
Q,19,260617606,4,1.0,320.0,320.0,715,,715,Q,False
Q,19,260617606,4,2.0,320.0,640.0,715,,715,Q,False
Q,19,260617606,4,0.5,640.0,320.0,1410,,1410,Q,False
Q,19,260617606,4,1.0,640.0,640.0,1410,,1410,Q,False
Q,19,260617606,4,2.0,640.0,1280.0,1410,,1410,Q,False
Q,19,260617606,4,0.5,1280.0,640.0,2590,,2590,Q,False
Q,19,260617606,4,1.0,1280.0,1280.0,2590,,2590,Q,False
Q,19,260617606,4,2.0,1280.0,2560.0,2590,,2590,Q,False
Q,19,260617606,4,0.5,2560.0,1280.0,4986,,4986,Q,False
Q,19,260617606,4,1.0,2560.0,2560.0,4986,,4986,Q,False
Q,19,260617606,4,2.0,2560.0,5120.0,4986,,4986,Q,False
Q,19,260617606,4,0.5,5120.0,2560.0,10019,,10019,Q,False
Q,19,260617606,4,1.0,5120.0,5120.0,10019,,10019,Q,False
Q,19,260617606,4,2.0,5120.0,10240.0,10019,,10019,Q,False
Q,20,260617607,0,0.5,320.0,160.0,732,,732,Q,False
Q,20,260617607,0,1.0,320.0,320.0,732,,732,Q,False
Q,20,260617607,0,2.0,320.0,640.0,732,,732,Q,False
Q,20,260617607,0,0.5,640.0,320.0,1398,,1398,Q,False
Q,20,260617607,0,1.0,640.0,640.0,1398,,1398,Q,False
Q,20,260617607,0,2.0,640.0,1280.0,1398,,1398,Q,False
Q,20,260617607,0,0.5,1280.0,640.0,2633,,2633,Q,False
Q,20,260617607,0,1.0,1280.0,1280.0,2633,,2633,Q,False
Q,20,260617607,0,2.0,1280.0,2560.0,2633,,2633,Q,False
Q,20,260617607,0,0.5,2560.0,1280.0,5180,,5180,Q,False
Q,20,260617607,0,1.0,2560.0,2560.0,5180,,5180,Q,False
Q,20,260617607,0,2.0,2560.0,5120.0,5180,,5180,Q,False
Q,20,260617607,0,0.5,5120.0,2560.0,10102,,10102,Q,False
Q,20,260617607,0,1.0,5120.0,5120.0,10102,,10102,Q,False
Q,20,260617607,0,2.0,5120.0,10240.0,10102,,10102,Q,False
Q,21,260617608,1,0.5,320.0,160.0,921,,921,Q,False
Q,21,260617608,1,1.0,320.0,320.0,921,,921,Q,False
Q,21,260617608,1,2.0,320.0,640.0,921,,921,Q,False
Q,21,260617608,1,0.5,640.0,320.0,1567,,1567,Q,False
Q,21,260617608,1,1.0,640.0,640.0,1567,,1567,Q,False
Q,21,260617608,1,2.0,640.0,1280.0,1567,,1567,Q,False
Q,21,260617608,1,0.5,1280.0,640.0,2725,,2725,Q,False
Q,21,260617608,1,1.0,1280.0,1280.0,2725,,2725,Q,False
Q,21,260617608,1,2.0,1280.0,2560.0,2725,,2725,Q,False
Q,21,260617608,1,0.5,2560.0,1280.0,5117,,5117,Q,False
Q,21,260617608,1,1.0,2560.0,2560.0,5117,,5117,Q,False
Q,21,260617608,1,2.0,2560.0,5120.0,5117,,5117,Q,False
Q,21,260617608,1,0.5,5120.0,2560.0,9905,,9905,Q,False
Q,21,260617608,1,1.0,5120.0,5120.0,9905,,9905,Q,False
Q,21,260617608,1,2.0,5120.0,10240.0,9905,,9905,Q,False
Q,22,260617609,2,0.5,320.0,160.0,801,,801,Q,False
Q,22,260617609,2,1.0,320.0,320.0,801,,801,Q,False
Q,22,260617609,2,2.0,320.0,640.0,801,,801,Q,False
Q,22,260617609,2,0.5,640.0,320.0,1443,,1443,Q,False
Q,22,260617609,2,1.0,640.0,640.0,1443,,1443,Q,False
Q,22,260617609,2,2.0,640.0,1280.0,1443,,1443,Q,False
Q,22,260617609,2,0.5,1280.0,640.0,2722,,2722,Q,False
Q,22,260617609,2,1.0,1280.0,1280.0,2722,,2722,Q,False
Q,22,260617609,2,2.0,1280.0,2560.0,2722,,2722,Q,False
Q,22,260617609,2,0.5,2560.0,1280.0,5284,,5284,Q,False
Q,22,260617609,2,1.0,2560.0,2560.0,5284,,5284,Q,False
Q,22,260617609,2,2.0,2560.0,5120.0,5284,,5284,Q,False
Q,22,260617609,2,0.5,5120.0,2560.0,10328,,10328,Q,False
Q,22,260617609,2,1.0,5120.0,5120.0,10328,,10328,Q,False
Q,22,260617609,2,2.0,5120.0,10240.0,10328,,10328,Q,False
Q,23,260617610,3,0.5,320.0,160.0,776,,776,Q,False
Q,23,260617610,3,1.0,320.0,320.0,776,,776,Q,False
Q,23,260617610,3,2.0,320.0,640.0,776,,776,Q,False
Q,23,260617610,3,0.5,640.0,320.0,1338,,1338,Q,False
Q,23,260617610,3,1.0,640.0,640.0,1338,,1338,Q,False
Q,23,260617610,3,2.0,640.0,1280.0,1338,,1338,Q,False
Q,23,260617610,3,0.5,1280.0,640.0,2536,,2536,Q,False
Q,23,260617610,3,1.0,1280.0,1280.0,2536,,2536,Q,False
Q,23,260617610,3,2.0,1280.0,2560.0,2536,,2536,Q,False
Q,23,260617610,3,0.5,2560.0,1280.0,4887,,4887,Q,False
Q,23,260617610,3,1.0,2560.0,2560.0,4887,,4887,Q,False
Q,23,260617610,3,2.0,2560.0,5120.0,4887,,4887,Q,False
Q,23,260617610,3,0.5,5120.0,2560.0,9869,,9869,Q,False
Q,23,260617610,3,1.0,5120.0,5120.0,9869,,9869,Q,False
Q,23,260617610,3,2.0,5120.0,10240.0,9869,,9869,Q,False
Q,24,260617611,4,0.5,320.0,160.0,814,,814,Q,False
Q,24,260617611,4,1.0,320.0,320.0,814,,814,Q,False
Q,24,260617611,4,2.0,320.0,640.0,814,,814,Q,False
Q,24,260617611,4,0.5,640.0,320.0,1438,,1438,Q,False
Q,24,260617611,4,1.0,640.0,640.0,1438,,1438,Q,False
Q,24,260617611,4,2.0,640.0,1280.0,1438,,1438,Q,False
Q,24,260617611,4,0.5,1280.0,640.0,2648,,2648,Q,False
Q,24,260617611,4,1.0,1280.0,1280.0,2648,,2648,Q,False
Q,24,260617611,4,2.0,1280.0,2560.0,2648,,2648,Q,False
Q,24,260617611,4,0.5,2560.0,1280.0,5134,,5134,Q,False
Q,24,260617611,4,1.0,2560.0,2560.0,5134,,5134,Q,False
Q,24,260617611,4,2.0,2560.0,5120.0,5134,,5134,Q,False
Q,24,260617611,4,0.5,5120.0,2560.0,9976,,9976,Q,False
Q,24,260617611,4,1.0,5120.0,5120.0,9976,,9976,Q,False
Q,24,260617611,4,2.0,5120.0,10240.0,9976,,9976,Q,False
Q,25,260617612,0,0.5,320.0,160.0,783,,783,Q,False
Q,25,260617612,0,1.0,320.0,320.0,783,,783,Q,False
Q,25,260617612,0,2.0,320.0,640.0,783,,783,Q,False
Q,25,260617612,0,0.5,640.0,320.0,1387,,1387,Q,False
Q,25,260617612,0,1.0,640.0,640.0,1387,,1387,Q,False
Q,25,260617612,0,2.0,640.0,1280.0,1387,,1387,Q,False
Q,25,260617612,0,0.5,1280.0,640.0,2650,,2650,Q,False
Q,25,260617612,0,1.0,1280.0,1280.0,2650,,2650,Q,False
Q,25,260617612,0,2.0,1280.0,2560.0,2650,,2650,Q,False
Q,25,260617612,0,0.5,2560.0,1280.0,5155,,5155,Q,False
Q,25,260617612,0,1.0,2560.0,2560.0,5155,,5155,Q,False
Q,25,260617612,0,2.0,2560.0,5120.0,5155,,5155,Q,False
Q,25,260617612,0,0.5,5120.0,2560.0,10278,,10278,Q,False
