truth,trial,seed,alpha,beta,decision,error,stopping_time
P,217,260727804,0.05,0.05,P,False,116
P,217,260727804,0.05,0.01,P,False,121
P,217,260727804,0.01,0.05,P,False,116
P,218,260727805,0.05,0.05,P,False,161
P,218,260727805,0.05,0.01,P,False,175
P,218,260727805,0.01,0.05,P,False,161
P,219,260727806,0.05,0.05,P,False,105
P,219,260727806,0.05,0.01,P,False,109
P,219,260727806,0.01,0.05,P,False,105
P,220,260727807,0.05,0.05,P,False,122
P,220,260727807,0.05,0.01,P,False,127
P,220,260727807,0.01,0.05,P,False,122
P,221,260727808,0.05,0.05,P,False,160
P,221,260727808,0.05,0.01,P,False,165
P,221,260727808,0.01,0.05,P,False,160
P,222,260727809,0.05,0.05,P,False,124
P,222,260727809,0.05,0.01,P,False,129
P,222,260727809,0.01,0.05,P,False,124
P,223,260727810,0.05,0.05,P,False,106
P,223,260727810,0.05,0.01,P,False,117
P,223,260727810,0.01,0.05,P,False,106
P,224,260727811,0.05,0.05,P,False,123
P,224,260727811,0.05,0.01,P,False,128
P,224,260727811,0.01,0.05,P,False,123
P,225,260727812,0.05,0.05,P,False,139
P,225,260727812,0.05,0.01,P,False,144
P,225,260727812,0.01,0.05,P,False,139
P,226,260727813,0.05,0.05,P,False,164
P,226,260727813,0.05,0.01,P,False,169
P,226,260727813,0.01,0.05,P,False,164
P,227,260727814,0.05,0.05,P,False,120
P,227,260727814,0.05,0.01,P,False,125
P,227,260727814,0.01,0.05,P,False,120
P,228,260727815,0.05,0.05,P,False,132
P,228,260727815,0.05,0.01,P,False,137
P,228,260727815,0.01,0.05,P,False,132
P,229,260727816,0.05,0.05,P,False,156
P,229,260727816,0.05,0.01,P,False,161
P,229,260727816,0.01,0.05,P,False,156
P,230,260727817,0.05,0.05,P,False,102
P,230,260727817,0.05,0.01,P,False,112
P,230,260727817,0.01,0.05,P,False,102
P,231,260727818,0.05,0.05,P,False,123
P,231,260727818,0.05,0.01,P,False,166
P,231,260727818,0.01,0.05,P,False,123
P,232,260727819,0.05,0.05,P,False,109
P,232,260727819,0.05,0.01,P,False,114
P,232,260727819,0.01,0.05,P,False,109
P,233,260727820,0.05,0.05,P,False,111
P,233,260727820,0.05,0.01,P,False,116
P,233,260727820,0.01,0.05,P,False,111
P,234,260727821,0.05,0.05,P,False,207
P,234,260727821,0.05,0.01,P,False,212
P,234,260727821,0.01,0.05,P,False,207
P,235,260727822,0.05,0.05,P,False,184
P,235,260727822,0.05,0.01,P,False,189
P,235,260727822,0.01,0.05,P,False,184
P,236,260727823,0.05,0.05,P,False,163
P,236,260727823,0.05,0.01,P,False,168
P,236,260727823,0.01,0.05,P,False,163
P,237,260727824,0.05,0.05,P,False,128
P,237,260727824,0.05,0.01,P,False,133
P,237,260727824,0.01,0.05,P,False,128
P,238,260727825,0.05,0.05,P,False,137
P,238,260727825,0.05,0.01,P,False,142
P,238,260727825,0.01,0.05,P,False,137
P,239,260727826,0.05,0.05,P,False,131
P,239,260727826,0.05,0.01,P,False,137
P,239,260727826,0.01,0.05,P,False,131
P,240,260727827,0.05,0.05,P,False,106
P,240,260727827,0.05,0.01,P,False,111
P,240,260727827,0.01,0.05,P,False,106
P,241,260727828,0.05,0.05,P,False,189
P,241,260727828,0.05,0.01,P,False,194
P,241,260727828,0.01,0.05,P,False,189
P,242,260727829,0.05,0.05,P,False,118
P,242,260727829,0.05,0.01,P,False,123
P,242,260727829,0.01,0.05,P,False,118
P,243,260727830,0.05,0.05,P,False,174
P,243,260727830,0.05,0.01,P,False,179
P,243,260727830,0.01,0.05,P,False,174
P,244,260727831,0.05,0.05,P,False,147
P,244,260727831,0.05,0.01,P,False,152
P,244,260727831,0.01,0.05,P,False,147
P,245,260727832,0.05,0.05,P,False,120
P,245,260727832,0.05,0.01,P,False,125
P,245,260727832,0.01,0.05,P,False,120
P,246,260727833,0.05,0.05,P,False,155
P,246,260727833,0.05,0.01,P,False,167
P,246,260727833,0.01,0.05,P,False,155
P,247,260727834,0.05,0.05,P,False,120
P,247,260727834,0.05,0.01,P,False,125
P,247,260727834,0.01,0.05,P,False,120
P,248,260727835,0.05,0.05,P,False,101
P,248,260727835,0.05,0.01,P,False,105
P,248,260727835,0.01,0.05,P,False,101
P,249,260727836,0.05,0.05,P,False,166
P,249,260727836,0.05,0.01,P,False,171
P,249,260727836,0.01,0.05,P,False,166
P,250,260727837,0.05,0.05,P,False,170
P,250,260727837,0.05,0.01,P,False,175
P,250,260727837,0.01,0.05,P,False,170
P,251,260727838,0.05,0.05,P,False,132
P,251,260727838,0.05,0.01,P,False,137
P,251,260727838,0.01,0.05,P,False,132
P,252,260727839,0.05,0.05,P,False,143
P,252,260727839,0.05,0.01,P,False,156
P,252,260727839,0.01,0.05,P,False,143
P,253,260727840,0.05,0.05,P,False,193
P,253,260727840,0.05,0.01,P,False,218
P,253,260727840,0.01,0.05,P,False,193
P,254,260727841,0.05,0.05,P,False,136
P,254,260727841,0.05,0.01,P,False,141
P,254,260727841,0.01,0.05,P,False,136
P,255,260727842,0.05,0.05,P,False,159
P,255,260727842,0.05,0.01,P,False,164
P,255,260727842,0.01,0.05,P,False,159
P,256,260727843,0.05,0.05,P,False,187
P,256,260727843,0.05,0.01,P,False,227
P,256,260727843,0.01,0.05,P,False,187
P,257,260727844,0.05,0.05,P,False,122
P,257,260727844,0.05,0.01,P,False,127
P,257,260727844,0.01,0.05,P,False,122
P,258,260727845,0.05,0.05,P,False,122
P,258,260727845,0.05,0.01,P,False,127
P,258,260727845,0.01,0.05,P,False,122
P,259,260727846,0.05,0.05,P,False,153
P,259,260727846,0.05,0.01,P,False,158
P,259,260727846,0.01,0.05,P,False,153
P,260,260727847,0.05,0.05,P,False,132
P,260,260727847,0.05,0.01,P,False,137
P,260,260727847,0.01,0.05,P,False,132
P,261,260727848,0.05,0.05,P,False,112
P,261,260727848,0.05,0.01,P,False,117
P,261,260727848,0.01,0.05,P,False,112
P,262,260727849,0.05,0.05,P,False,179
P,262,260727849,0.05,0.01,P,False,185
P,262,260727849,0.01,0.05,P,False,179
P,263,260727850,0.05,0.05,P,False,148
P,263,260727850,0.05,0.01,P,False,153
P,263,260727850,0.01,0.05,P,False,148
P,264,260727851,0.05,0.05,P,False,122
P,264,260727851,0.05,0.01,P,False,127
P,264,260727851,0.01,0.05,P,False,122
P,265,260727852,0.05,0.05,P,False,157
P,265,260727852,0.05,0.01,P,False,198
P,265,260727852,0.01,0.05,P,False,157
P,266,260727853,0.05,0.05,P,False,151
P,266,260727853,0.05,0.01,P,False,156
P,266,260727853,0.01,0.05,P,False,151
P,267,260727854,0.05,0.05,P,False,111
P,267,260727854,0.05,0.01,P,False,115
P,267,260727854,0.01,0.05,P,False,111
P,268,260727855,0.05,0.05,P,False,210
P,268,260727855,0.05,0.01,P,False,224
P,268,260727855,0.01,0.05,P,False,210
P,269,260727856,0.05,0.05,P,False,146
P,269,260727856,0.05,0.01,P,False,152
P,269,260727856,0.01,0.05,P,False,146
P,270,260727857,0.05,0.05,P,False,145
P,270,260727857,0.05,0.01,P,False,150
P,270,260727857,0.01,0.05,P,False,145
P,271,260727858,0.05,0.05,P,False,136
P,271,260727858,0.05,0.01,P,False,141
P,271,260727858,0.01,0.05,P,False,136
P,272,260727859,0.05,0.05,P,False,142
P,272,260727859,0.05,0.01,P,False,161
P,272,260727859,0.01,0.05,P,False,142
P,273,260727860,0.05,0.05,P,False,189
P,273,260727860,0.05,0.01,P,False,194
P,273,260727860,0.01,0.05,P,False,189
P,274,260727861,0.05,0.05,P,False,159
P,274,260727861,0.05,0.01,P,False,174
P,274,260727861,0.01,0.05,P,False,159
P,275,260727862,0.05,0.05,P,False,142
P,275,260727862,0.05,0.01,P,False,151
P,275,260727862,0.01,0.05,P,False,142
P,276,260727863,0.05,0.05,P,False,115
P,276,260727863,0.05,0.01,P,False,121
P,276,260727863,0.01,0.05,P,False,115
P,277,260727864,0.05,0.05,P,False,143
P,277,260727864,0.05,0.01,P,False,148
P,277,260727864,0.01,0.05,P,False,143
P,278,260727865,0.05,0.05,P,False,117
P,278,260727865,0.05,0.01,P,False,133
P,278,260727865,0.01,0.05,P,False,117
P,279,260727866,0.05,0.05,P,False,116
P,279,260727866,0.05,0.01,P,False,121
P,279,260727866,0.01,0.05,P,False,116
P,280,260727867,0.05,0.05,P,False,102
P,280,260727867,0.05,0.01,P,False,107
P,280,260727867,0.01,0.05,P,False,102
P,281,260727868,0.05,0.05,P,False,147
P,281,260727868,0.05,0.01,P,False,152
P,281,260727868,0.01,0.05,P,False,147
P,282,260727869,0.05,0.05,P,False,122
P,282,260727869,0.05,0.01,P,False,127
P,282,260727869,0.01,0.05,P,False,122
P,283,260727870,0.05,0.05,P,False,91
P,283,260727870,0.05,0.01,P,False,96
P,283,260727870,0.01,0.05,P,False,91
P,284,260727871,0.05,0.05,P,False,134
P,284,260727871,0.05,0.01,P,False,140
P,284,260727871,0.01,0.05,P,False,134
P,285,260727872,0.05,0.05,P,False,171
P,285,260727872,0.05,0.01,P,False,176
P,285,260727872,0.01,0.05,P,False,171
P,286,260727873,0.05,0.05,P,False,166
P,286,260727873,0.05,0.01,P,False,171
P,286,260727873,0.01,0.05,P,False,166
P,287,260727874,0.05,0.05,P,False,168
P,287,260727874,0.05,0.01,P,False,173
P,287,260727874,0.01,0.05,P,False,168
P,288,260727875,0.05,0.05,P,False,119
P,288,260727875,0.05,0.01,P,False,124
P,288,260727875,0.01,0.05,P,False,119
P,289,260727876,0.05,0.05,P,False,93
P,289,260727876,0.05,0.01,P,False,98
P,289,260727876,0.01,0.05,P,False,93
P,290,260727877,0.05,0.05,P,False,229
P,290,260727877,0.05,0.01,P,False,235
P,290,260727877,0.01,0.05,P,False,229
P,291,260727878,0.05,0.05,P,False,177
P,291,260727878,0.05,0.01,P,False,198
P,291,260727878,0.01,0.05,P,False,177
P,292,260727879,0.05,0.05,P,False,150
P,292,260727879,0.05,0.01,P,False,155
P,292,260727879,0.01,0.05,P,False,150
P,293,260727880,0.05,0.05,P,False,169
P,293,260727880,0.05,0.01,P,False,179
P,293,260727880,0.01,0.05,P,False,169
P,294,260727881,0.05,0.05,P,False,191
P,294,260727881,0.05,0.01,P,False,196
P,294,260727881,0.01,0.05,P,False,191
P,295,260727882,0.05,0.05,P,False,110
P,295,260727882,0.05,0.01,P,False,115
P,295,260727882,0.01,0.05,P,False,110
P,296,260727883,0.05,0.05,P,False,140
P,296,260727883,0.05,0.01,P,False,145
P,296,260727883,0.01,0.05,P,False,140
P,297,260727884,0.05,0.05,P,False,114
P,297,260727884,0.05,0.01,P,False,119
P,297,260727884,0.01,0.05,P,False,114
P,298,260727885,0.05,0.05,P,False,125
P,298,260727885,0.05,0.01,P,False,130
P,298,260727885,0.01,0.05,P,False,125
P,299,260727886,0.05,0.05,P,False,117
P,299,260727886,0.05,0.01,P,False,122
P,299,260727886,0.01,0.05,P,False,117
P,300,260727887,0.05,0.05,P,False,169
P,300,260727887,0.05,0.01,P,False,175
P,300,260727887,0.01,0.05,P,False,169
P,301,260727888,0.05,0.05,P,False,118
P,301,260727888,0.05,0.01,P,False,123
P,301,260727888,0.01,0.05,P,False,118
P,302,260727889,0.05,0.05,P,False,145
P,302,260727889,0.05,0.01,P,False,150
P,302,260727889,0.01,0.05,P,False,145
P,303,260727890,0.05,0.05,P,False,108
P,303,260727890,0.05,0.01,P,False,112
P,303,260727890,0.01,0.05,P,False,108
P,304,260727891,0.05,0.05,P,False,184
P,304,260727891,0.05,0.01,P,False,190
P,304,260727891,0.01,0.05,P,False,184
P,305,260727892,0.05,0.05,P,False,130
P,305,260727892,0.05,0.01,P,False,135
P,305,260727892,0.01,0.05,P,False,130
P,306,260727893,0.05,0.05,P,False,113
P,306,260727893,0.05,0.01,P,False,118
P,306,260727893,0.01,0.05,P,False,113
P,307,260727894,0.05,0.05,P,False,100
P,307,260727894,0.05,0.01,P,False,105
P,307,260727894,0.01,0.05,P,False,100
P,308,260727895,0.05,0.05,P,False,146
P,308,260727895,0.05,0.01,P,False,151
P,308,260727895,0.01,0.05,P,False,146
P,309,260727896,0.05,0.05,P,False,122
P,309,260727896,0.05,0.01,P,False,126
P,309,260727896,0.01,0.05,P,False,122
P,310,260727897,0.05,0.05,P,False,149
P,310,260727897,0.05,0.01,P,False,154
P,310,260727897,0.01,0.05,P,False,149
P,311,260727898,0.05,0.05,P,False,129
P,311,260727898,0.05,0.01,P,False,134
P,311,260727898,0.01,0.05,P,False,129
P,312,260727899,0.05,0.05,P,False,153
P,312,260727899,0.05,0.01,P,False,158
P,312,260727899,0.01,0.05,P,False,153
P,313,260727900,0.05,0.05,P,False,156
P,313,260727900,0.05,0.01,P,False,161
P,313,260727900,0.01,0.05,P,False,156
P,314,260727901,0.05,0.05,P,False,131
P,314,260727901,0.05,0.01,P,False,155
P,314,260727901,0.01,0.05,P,False,131
P,315,260727902,0.05,0.05,P,False,141
P,315,260727902,0.05,0.01,P,False,146
P,315,260727902,0.01,0.05,P,False,141
P,316,260727903,0.05,0.05,P,False,161
P,316,260727903,0.05,0.01,P,False,166
P,316,260727903,0.01,0.05,P,False,161
P,317,260727904,0.05,0.05,P,False,115
P,317,260727904,0.05,0.01,P,False,120
P,317,260727904,0.01,0.05,P,False,115
P,318,260727905,0.05,0.05,P,False,109
P,318,260727905,0.05,0.01,P,False,114
P,318,260727905,0.01,0.05,P,False,109
P,319,260727906,0.05,0.05,P,False,124
P,319,260727906,0.05,0.01,P,False,129
P,319,260727906,0.01,0.05,P,False,124
P,320,260727907,0.05,0.05,P,False,113
P,320,260727907,0.05,0.01,P,False,118
P,320,260727907,0.01,0.05,P,False,113
P,321,260727908,0.05,0.05,P,False,136
P,321,260727908,0.05,0.01,P,False,141
P,321,260727908,0.01,0.05,P,False,136
P,322,260727909,0.05,0.05,P,False,129
P,322,260727909,0.05,0.01,P,False,135
P,322,260727909,0.01,0.05,P,False,129
P,323,260727910,0.05,0.05,P,False,106
P,323,260727910,0.05,0.01,P,False,111
P,323,260727910,0.01,0.05,P,False,106
P,324,260727911,0.05,0.05,P,False,178
P,324,260727911,0.05,0.01,P,False,184
P,324,260727911,0.01,0.05,P,False,178
P,325,260727912,0.05,0.05,P,False,111
P,325,260727912,0.05,0.01,P,False,116
P,325,260727912,0.01,0.05,P,False,111
P,326,260727913,0.05,0.05,P,False,93
P,326,260727913,0.05,0.01,P,False,98
P,326,260727913,0.01,0.05,P,False,93
P,327,260727914,0.05,0.05,P,False,113
P,327,260727914,0.05,0.01,P,False,118
P,327,260727914,0.01,0.05,P,False,113
P,328,260727915,0.05,0.05,P,False,129
P,328,260727915,0.05,0.01,P,False,169
P,328,260727915,0.01,0.05,P,False,129
P,329,260727916,0.05,0.05,P,False,142
P,329,260727916,0.05,0.01,P,False,147
P,329,260727916,0.01,0.05,P,False,142
P,330,260727917,0.05,0.05,P,False,166
P,330,260727917,0.05,0.01,P,False,206
P,330,260727917,0.01,0.05,P,False,166
P,331,260727918,0.05,0.05,P,False,120
P,331,260727918,0.05,0.01,P,False,125
P,331,260727918,0.01,0.05,P,False,120
P,332,260727919,0.05,0.05,P,False,105
P,332,260727919,0.05,0.01,P,False,109
P,332,260727919,0.01,0.05,P,False,105
P,333,260727920,0.05,0.05,P,False,146
P,333,260727920,0.05,0.01,P,False,152
P,333,260727920,0.01,0.05,P,False,146
P,334,260727921,0.05,0.05,P,False,136
P,334,260727921,0.05,0.01,P,False,141
P,334,260727921,0.01,0.05,P,False,136
P,335,260727922,0.05,0.05,P,False,161
P,335,260727922,0.05,0.01,P,False,166
P,335,260727922,0.01,0.05,P,False,161
P,336,260727923,0.05,0.05,P,False,123
P,336,260727923,0.05,0.01,P,False,128
P,336,260727923,0.01,0.05,P,False,123
P,337,260727924,0.05,0.05,P,False,140
P,337,260727924,0.05,0.01,P,False,145
P,337,260727924,0.01,0.05,P,False,140
P,338,260727925,0.05,0.05,P,False,167
P,338,260727925,0.05,0.01,P,False,172
P,338,260727925,0.01,0.05,P,False,167
P,339,260727926,0.05,0.05,P,False,116
P,339,260727926,0.05,0.01,P,False,121
P,339,260727926,0.01,0.05,P,False,116
P,340,260727927,0.05,0.05,P,False,133
P,340,260727927,0.05,0.01,P,False,138
P,340,260727927,0.01,0.05,P,False,133
P,341,260727928,0.05,0.05,P,False,202
P,341,260727928,0.05,0.01,P,False,208
P,341,260727928,0.01,0.05,P,False,202
P,342,260727929,0.05,0.05,P,False,163
P,342,260727929,0.05,0.01,P,False,170
P,342,260727929,0.01,0.05,P,False,163
P,343,260727930,0.05,0.05,P,False,142
P,343,260727930,0.05,0.01,P,False,147
P,343,260727930,0.01,0.05,P,False,142
P,344,260727931,0.05,0.05,P,False,164
P,344,260727931,0.05,0.01,P,False,169
P,344,260727931,0.01,0.05,P,False,164
P,345,260727932,0.05,0.05,P,False,136
P,345,260727932,0.05,0.01,P,False,141
P,345,260727932,0.01,0.05,P,False,136
P,346,260727933,0.05,0.05,P,False,129
P,346,260727933,0.05,0.01,P,False,134
P,346,260727933,0.01,0.05,P,False,129
P,347,260727934,0.05,0.05,P,False,183
P,347,260727934,0.05,0.01,P,False,188
P,347,260727934,0.01,0.05,P,False,183
P,348,260727935,0.05,0.05,P,False,143
P,348,260727935,0.05,0.01,P,False,148
P,348,260727935,0.01,0.05,P,False,143
P,349,260727936,0.05,0.05,P,False,185
P,349,260727936,0.05,0.01,P,False,190
P,349,260727936,0.01,0.05,P,False,185
P,350,260727937,0.05,0.05,P,False,148
P,350,260727937,0.05,0.01,P,False,153
P,350,260727937,0.01,0.05,P,False,148
P,351,260727938,0.05,0.05,P,False,110
P,351,260727938,0.05,0.01,P,False,115
P,351,260727938,0.01,0.05,P,False,110
P,352,260727939,0.05,0.05,P,False,121
P,352,260727939,0.05,0.01,P,False,128
P,352,260727939,0.01,0.05,P,False,121
P,353,260727940,0.05,0.05,P,False,142
P,353,260727940,0.05,0.01,P,False,147
P,353,260727940,0.01,0.05,P,False,142
P,354,260727941,0.05,0.05,P,False,145
P,354,260727941,0.05,0.01,P,False,150
P,354,260727941,0.01,0.05,P,False,145
P,355,260727942,0.05,0.05,P,False,152
P,355,260727942,0.05,0.01,P,False,157
P,355,260727942,0.01,0.05,P,False,152
P,356,260727943,0.05,0.05,P,False,111
P,356,260727943,0.05,0.01,P,False,116
P,356,260727943,0.01,0.05,P,False,111
P,357,260727944,0.05,0.05,P,False,166
P,357,260727944,0.05,0.01,P,False,171
P,357,260727944,0.01,0.05,P,False,166
P,358,260727945,0.05,0.05,P,False,130
P,358,260727945,0.05,0.01,P,False,135
P,358,260727945,0.01,0.05,P,False,130
P,359,260727946,0.05,0.05,P,False,103
P,359,260727946,0.05,0.01,P,False,108
P,359,260727946,0.01,0.05,P,False,103
P,360,260727947,0.05,0.05,P,False,147
P,360,260727947,0.05,0.01,P,False,153
P,360,260727947,0.01,0.05,P,False,147
P,361,260727948,0.05,0.05,P,False,132
P,361,260727948,0.05,0.01,P,False,152
P,361,260727948,0.01,0.05,P,False,132
P,362,260727949,0.05,0.05,P,False,159
P,362,260727949,0.05,0.01,P,False,164
P,362,260727949,0.01,0.05,P,False,159
P,363,260727950,0.05,0.05,P,False,165
P,363,260727950,0.05,0.01,P,False,174
P,363,260727950,0.01,0.05,P,False,165
P,364,260727951,0.05,0.05,P,False,144
P,364,260727951,0.05,0.01,P,False,149
P,364,260727951,0.01,0.05,P,False,144
P,365,260727952,0.05,0.05,P,False,88
P,365,260727952,0.05,0.01,P,False,93
P,365,260727952,0.01,0.05,P,False,88
P,366,260727953,0.05,0.05,P,False,171
P,366,260727953,0.05,0.01,P,False,182
P,366,260727953,0.01,0.05,P,False,171
P,367,260727954,0.05,0.05,P,False,95
P,367,260727954,0.05,0.01,P,False,100
P,367,260727954,0.01,0.05,P,False,95
P,368,260727955,0.05,0.05,P,False,102
P,368,260727955,0.05,0.01,P,False,107
P,368,260727955,0.01,0.05,P,False,102
P,369,260727956,0.05,0.05,P,False,141
P,369,260727956,0.05,0.01,P,False,146
P,369,260727956,0.01,0.05,P,False,141
P,370,260727957,0.05,0.05,P,False,141
P,370,260727957,0.05,0.01,P,False,158
P,370,260727957,0.01,0.05,P,False,141
P,371,260727958,0.05,0.05,P,False,134
P,371,260727958,0.05,0.01,P,False,139
P,371,260727958,0.01,0.05,P,False,134
P,372,260727959,0.05,0.05,P,False,197
P,372,260727959,0.05,0.01,P,False,203
P,372,260727959,0.01,0.05,P,False,197
P,373,260727960,0.05,0.05,P,False,127
P,373,260727960,0.05,0.01,P,False,132
P,373,260727960,0.01,0.05,P,False,127
P,374,260727961,0.05,0.05,P,False,93
P,374,260727961,0.05,0.01,P,False,98
P,374,260727961,0.01,0.05,P,False,93
P,375,260727962,0.05,0.05,P,False,108
P,375,260727962,0.05,0.01,P,False,113
P,375,260727962,0.01,0.05,P,False,108
P,376,260727963,0.05,0.05,P,False,142
P,376,260727963,0.05,0.01,P,False,160
P,376,260727963,0.01,0.05,P,False,142
P,377,260727964,0.05,0.05,P,False,174
P,377,260727964,0.05,0.01,P,False,179
P,377,260727964,0.01,0.05,P,False,174
P,378,260727965,0.05,0.05,P,False,171
P,378,260727965,0.05,0.01,P,False,177
P,378,260727965,0.01,0.05,P,False,171
P,379,260727966,0.05,0.05,P,False,164
P,379,260727966,0.05,0.01,P,False,169
P,379,260727966,0.01,0.05,P,False,164
P,380,260727967,0.05,0.05,P,False,175
P,380,260727967,0.05,0.01,P,False,181
P,380,260727967,0.01,0.05,P,False,175
P,381,260727968,0.05,0.05,P,False,128
P,381,260727968,0.05,0.01,P,False,147
P,381,260727968,0.01,0.05,P,False,128
P,382,260727969,0.05,0.05,P,False,115
P,382,260727969,0.05,0.01,P,False,128
P,382,260727969,0.01,0.05,P,False,115
P,383,260727970,0.05,0.05,P,False,150
P,383,260727970,0.05,0.01,P,False,155
P,383,260727970,0.01,0.05,P,False,150
P,384,260727971,0.05,0.05,P,False,137
P,384,260727971,0.05,0.01,P,False,142
P,384,260727971,0.01,0.05,P,False,137
P,385,260727972,0.05,0.05,P,False,100
P,385,260727972,0.05,0.01,P,False,104
P,385,260727972,0.01,0.05,P,False,100
P,386,260727973,0.05,0.05,P,False,118
P,386,260727973,0.05,0.01,P,False,123
P,386,260727973,0.01,0.05,P,False,118
P,387,260727974,0.05,0.05,P,False,137
P,387,260727974,0.05,0.01,P,False,142
P,387,260727974,0.01,0.05,P,False,137
P,388,260727975,0.05,0.05,P,False,186
P,388,260727975,0.05,0.01,P,False,192
P,388,260727975,0.01,0.05,P,False,186
P,389,260727976,0.05,0.05,P,False,143
P,389,260727976,0.05,0.01,P,False,148
P,389,260727976,0.01,0.05,P,False,143
P,390,260727977,0.05,0.05,P,False,143
P,390,260727977,0.05,0.01,P,False,152
P,390,260727977,0.01,0.05,P,False,143
P,391,260727978,0.05,0.05,P,False,136
P,391,260727978,0.05,0.01,P,False,141
P,391,260727978,0.01,0.05,P,False,136
P,392,260727979,0.05,0.05,P,False,124
P,392,260727979,0.05,0.01,P,False,134
P,392,260727979,0.01,0.05,P,False,124
P,393,260727980,0.05,0.05,P,False,220
P,393,260727980,0.05,0.01,P,False,225
P,393,260727980,0.01,0.05,P,False,220
P,394,260727981,0.05,0.05,P,False,257
P,394,260727981,0.05,0.01,P,False,269
P,394,260727981,0.01,0.05,P,False,257
P,395,260727982,0.05,0.05,P,False,146
P,395,260727982,0.05,0.01,P,False,151
P,395,260727982,0.01,0.05,P,False,146
P,396,260727983,0.05,0.05,P,False,140
P,396,260727983,0.05,0.01,P,False,145
P,396,260727983,0.01,0.05,P,False,140
P,397,260727984,0.05,0.05,P,False,118
P,397,260727984,0.05,0.01,P,False,123
P,397,260727984,0.01,0.05,P,False,118
P,398,260727985,0.05,0.05,P,False,133
P,398,260727985,0.05,0.01,P,False,137
P,398,260727985,0.01,0.05,P,False,133
P,399,260727986,0.05,0.05,P,False,123
P,399,260727986,0.05,0.01,P,False,128
P,399,260727986,0.01,0.05,P,False,123
P,400,260727987,0.05,0.05,P,False,104
P,400,260727987,0.05,0.01,P,False,108
P,400,260727987,0.01,0.05,P,False,104
P,401,260727988,0.05,0.05,P,False,131
P,401,260727988,0.05,0.01,P,False,136
P,401,260727988,0.01,0.05,P,False,131
P,402,260727989,0.05,0.05,P,False,100
P,402,260727989,0.05,0.01,P,False,105
P,402,260727989,0.01,0.05,P,False,100
