counts,transitions,production_L_t,cleanroom_L_t,absolute_L_t_error,production_theta,cleanroom_theta,production_beta_t,cleanroom_beta_t,production_stop,cleanroom_stop
"[[1,0,1],[0,0,1],[0,1,1]]",5,10.071943070778534,10.071943070778502,3.197442310920451e-14,0.6,0.6,10.276666119016054,10.276666119016054,False,False
"[[1,1,1],[0,0,0],[1,0,1]]",5,6.354226023739081,6.354226023739011,6.927791673660977e-14,0.6,0.6,9.912023005428146,9.912023005428145,False,False
"[[1,0,1],[1,0,0],[0,1,1]]",5,8.653638676109825,8.653638676109797,2.842170943040401e-14,0.6,0.6,10.276666119016054,10.276666119016054,False,False
"[[1,0,1],[0,1,0],[0,1,1]]",5,8.288404383719955,8.288404383719852,1.0302869668521453e-13,0.6,0.6,10.276666119016054,10.276666119016054,False,False
"[[1,0,1],[0,0,0],[1,0,2]]",5,4.859189521437388,4.859189521437391,2.6645352591003757e-15,0.6,0.6,9.912023005428146,9.912023005428145,False,False
"[[1,0,1],[0,0,0],[0,1,2]]",5,8.365156239955407,8.365156239955338,6.927791673660977e-14,0.6,0.6,9.912023005428146,9.912023005428145,False,False
"[[1,0,1],[0,0,0],[0,0,3]]",5,7.611672276086971,7.611672276086974,3.552713678800501e-15,0.6,0.6,9.912023005428146,9.912023005428145,False,False
"[[0,3,0],[2,0,0],[0,0,0]]",5,14.282922406674752,14.282922406674613,1.3855583347321954e-13,0.6,0.6,9.912023005428145,9.912023005428145,True,True
"[[0,2,1],[2,0,0],[0,0,0]]",5,13.581554443945329,13.581554443945263,6.572520305780927e-14,0.6,0.6,9.912023005428145,9.912023005428145,True,True
"[[0,2,0],[2,1,0],[0,0,0]]",5,8.89204903836873,8.892049038368631,9.947598300641403e-14,0.6,0.6,9.912023005428145,9.912023005428145,False,False
"[[0,2,0],[1,2,0],[0,0,0]]",5,8.526814745978859,8.526814745978688,1.7053025658242404e-13,0.6,0.6,9.912023005428145,9.912023005428145,False,False
"[[0,2,0],[1,1,1],[0,0,0]]",5,8.924059071917547,8.924059071917448,9.947598300641403e-14,0.6,0.6,9.912023005428145,9.912023005428145,False,False
