counts,transitions,production_L_t,cleanroom_L_t,absolute_L_t_error,production_theta,cleanroom_theta,production_beta_t,cleanroom_beta_t,production_stop,cleanroom_stop
"[[3,1,1],[0,0,0],[1,0,1]]",7,4.942094686229343,4.942094686229277,6.572520305780927e-14,0.6,0.6,10.584967478670572,10.584967478670572,False,False
"[[3,0,1],[1,0,0],[0,1,1]]",7,7.833976951406588,7.833976951406561,2.6645352591003757e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[3,0,1],[0,1,0],[0,1,1]]",7,7.468742659016718,7.468742659016618,1.0036416142611415e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[3,0,1],[0,0,0],[1,0,2]]",7,4.03952779673415,4.0395277967341565,6.217248937900877e-15,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[3,0,1],[0,0,0],[0,1,2]]",7,7.5454945152521695,7.545494515252104,6.572520305780927e-14,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[3,0,1],[0,0,0],[0,0,3]]",7,6.792010551383734,6.79201055138374,6.217248937900877e-15,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,3,0],[2,0,0],[0,0,0]]",7,10.961248564280575,10.96124856428044,1.3500311979441904e-13,0.6,0.6,10.584967478670572,10.584967478670572,True,True
"[[2,2,1],[2,0,0],[0,0,0]]",7,10.259880601551153,10.259880601551092,6.039613253960852e-14,0.6,0.6,10.584967478670572,10.584967478670572,False,False
"[[2,2,0],[2,1,0],[0,0,0]]",7,6.162844808781054,6.162844808780958,9.592326932761353e-14,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,2,0],[1,2,0],[0,0,0]]",7,5.797610516391183,5.797610516391015,1.6786572132332367e-13,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,2,0],[1,1,1],[0,0,0]]",7,6.194854842329871,6.194854842329775,9.592326932761353e-14,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,2,0],[1,0,1],[1,0,0]]",7,7.861457097449164,7.861457097449103,6.128431095930864e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,2,0],[1,0,1],[0,1,0]]",7,11.367423815967186,11.36742381596705,1.3500311979441904e-13,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[2,2,0],[1,0,1],[0,0,1]]",7,8.70439734721431,8.704397347214247,6.394884621840902e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,2,1],[1,0,0],[1,0,0]]",7,9.651706059396137,9.651706059396039,9.769962616701378e-14,0.6,0.6,10.82053354998334,10.82053354998334,False,False
"[[2,1,2],[1,0,0],[1,0,0]]",7,10.859880601551154,10.859880601551126,2.842170943040401e-14,0.6,0.6,10.82053354998334,10.82053354998334,True,True
"[[2,1,1],[2,0,0],[0,1,0]]",7,11.157293963453494,11.157293963453432,6.217248937900877e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[2,1,1],[1,1,0],[0,1,0]]",7,9.405765309943732,9.405765309943598,1.3322676295501878e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,1],[1,0,1],[0,1,0]]",7,11.189303997002312,11.189303997002249,6.394884621840902e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[2,1,1],[1,0,0],[1,0,1]]",7,6.499798591425713,6.499798591425685,2.842170943040401e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,1],[1,0,0],[0,1,1]]",7,10.005765309943733,10.005765309943632,1.0125233984581428e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,1],[1,0,0],[0,0,2]]",7,8.729033202310749,8.72903320231072,2.842170943040401e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,1],[1,1,0],[1,0,0]]",7,5.899798591425712,5.89979859142565,6.128431095930864e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,1],[1,1,0],[0,0,1]]",7,6.7427388411908575,6.742738841190795,6.217248937900877e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,1],[1,2,0],[0,0,0]]",7,5.619490697426311,5.619490697426213,9.85878045867139e-14,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,1,0],[1,3,0],[0,0,0]]",7,2.8395277967341492,2.8395277967340187,1.305622276959184e-13,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,1,0],[0,4,0],[0,0,0]]",7,4.723634082819512,4.723634082819309,2.0250467969162855e-13,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,1,0],[0,3,1],[0,0,0]]",7,4.257832191402857,4.257832191402725,1.3145040611561853e-13,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,1,0],[0,2,1],[1,0,0]]",7,4.354690015228507,4.35469001522841,9.681144774731365e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,1,0],[0,2,1],[0,1,0]]",7,7.860656733746526,7.8606567337463575,1.687538997430238e-13,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,1,0],[0,2,1],[0,0,1]]",7,5.197630264993651,5.197630264993554,9.681144774731365e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,2,0],[0,1,1],[1,0,0]]",7,7.496222805059294,7.49622280505916,1.341149413747189e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,1],[0,1,1],[1,0,0]]",7,7.318102986094421,7.318102986094358,6.306066779870889e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,0],[1,1,1],[0,1,0]]",7,6.839596665016508,6.83959666501641,9.769962616701378e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,1,0],[0,1,2],[0,1,0]]",7,9.644195420805104,9.644195420805008,9.592326932761353e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,1,0],[0,1,1],[1,0,1]]",7,4.091643797873164,4.091643797873102,6.217248937900877e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[2,1,0],[0,1,1],[0,1,1]]",7,7.597610516391185,7.5976105163910495,1.3589129821411916e-13,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[2,1,0],[0,1,1],[0,0,2]]",7,6.320878408758201,6.320878408758137,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[2,2,0],[0,0,2],[1,0,0]]",7,10.666055853237763,10.666055853237701,6.217248937900877e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,1],[0,0,1],[2,0,0]]",7,8.461457097449166,8.461457097449138,2.842170943040401e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,1],[0,0,1],[1,1,0]]",7,10.581129454847293,10.581129454847195,9.769962616701378e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,1],[0,0,1],[1,0,1]]",7,7.918102986094422,7.918102986094392,3.019806626980426e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,0],[0,0,2],[1,1,0]]",7,9.924503314804507,9.924503314804445,6.217248937900877e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[2,1,0],[0,0,2],[0,2,0]]",7,14.81676439444242,14.816764394442284,1.3500311979441904e-13,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[2,1,0],[0,0,2],[0,1,1]]",7,10.767443564569653,10.76744356456959,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[2,2,0],[0,0,1],[1,0,1]]",7,8.096222805059295,8.096222805059194,1.0125233984581428e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,0],[1,0,1],[0,1,1]]",7,7.962844808781055,7.962844808780993,6.217248937900877e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[2,1,0],[0,0,1],[1,0,2]]",7,5.554690015228506,5.554690015228479,2.7533531010703882e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,1,0],[0,0,1],[0,1,2]]",7,9.060656733746526,9.060656733746427,9.947598300641403e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,1,0],[0,0,1],[0,0,3]]",7,8.307172769878092,8.307172769878061,3.019806626980426e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,1,1],[0,2,0],[1,0,0]]",7,6.920858660155733,6.920858660155598,1.3500311979441904e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,1,2],[0,0,0],[2,0,0]]",7,10.251706059396138,10.251706059396072,6.572520305780927e-14,0.6,0.6,10.584967478670572,10.584967478670572,False,False
"[[2,0,3],[0,0,0],[2,0,0]]",7,13.36942310643559,13.3694231064356,8.881784197001252e-15,0.6,0.6,10.584967478670572,10.584967478670572,True,True
"[[2,0,2],[1,0,0],[1,1,0]]",7,11.757293963453492,11.757293963453467,2.4868995751603507e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[2,0,2],[0,1,0],[1,1,0]]",7,11.392059671063624,11.392059671063523,1.0125233984581428e-13,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[2,0,2],[0,0,1],[1,1,0]]",7,13.175598358122201,13.175598358122173,2.842170943040401e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[2,0,2],[0,0,0],[2,0,1]]",7,7.962844808781055,7.962844808781061,6.217248937900877e-15,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,0,2],[0,0,0],[1,1,1]]",7,10.082517166179183,10.08251716617912,6.394884621840902e-14,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,0,2],[0,0,0],[1,0,2]]",7,8.805785058546201,8.805785058546206,5.329070518200751e-15,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,0,2],[1,0,0],[0,2,0]]",7,16.649555043091404,16.649555043091304,9.947598300641403e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[2,0,2],[1,0,0],[0,1,1]]",7,12.600234213218638,12.600234213218611,2.6645352591003757e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[2,0,2],[1,1,0],[0,1,0]]",7,12.00023421321864,12.000234213218576,6.394884621840902e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[2,0,1],[1,2,0],[0,1,0]]",7,7.650526881232834,7.6505268812327385,9.592326932761353e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,0,1],[0,3,0],[0,1,0]]",7,9.194835093727404,9.194835093727233,1.7053025658242404e-13,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,0,1],[0,2,1],[0,1,0]]",7,9.068831275901545,9.068831275901445,9.947598300641403e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,0,1],[0,1,1],[1,1,0]]",7,7.962844808781055,7.962844808780993,6.217248937900877e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[2,0,1],[0,1,1],[0,2,0]]",7,12.855105888418965,12.85510588841883,1.3500311979441904e-13,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[2,0,1],[0,1,1],[0,1,1]]",7,8.805785058546201,8.805785058546137,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[2,0,1],[1,0,1],[0,2,0]]",7,13.220340180808837,13.220340180808773,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[2,0,1],[0,0,2],[0,2,0]]",7,16.024938936597437,16.024938936597373,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[2,0,1],[0,0,1],[1,1,1]]",7,8.039596665016507,8.039596665016479,2.842170943040401e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,0,1],[0,0,1],[0,2,1]]",7,12.931857744654419,12.931857744654316,1.0302869668521453e-13,0.6,0.6,11.169240324272893,11.169240324272893,True,True
"[[2,0,1],[0,0,1],[0,1,2]]",7,10.268831275901544,10.268831275901514,3.019806626980426e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,1,1],[0,1,0],[1,0,1]]",7,6.1345642990358416,6.134564299035741,1.0036416142611415e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[2,0,1],[1,1,0],[0,1,1]]",7,7.3874806638774935,7.38748066387743,6.306066779870889e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[2,0,1],[0,2,0],[0,1,1]]",7,8.408540732607515,8.408540732607378,1.3677947663381929e-13,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[2,1,1],[0,0,0],[1,0,2]]",7,6.2113161552712945,6.211316155271228,6.661338147750939e-14,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[2,0,1],[1,0,0],[0,1,2]]",7,8.850526881232835,8.850526881232806,2.842170943040401e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,0,1],[0,1,0],[0,1,2]]",7,8.485292588842963,8.485292588842864,9.947598300641403e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[2,0,1],[0,0,0],[1,0,3]]",7,5.23952779673415,5.239527796734156,6.217248937900877e-15,0.6,0.6,10.722953221644476,10.722953221644474,False,False
"[[2,0,1],[0,0,0],[0,1,3]]",7,8.74549451525217,8.745494515252103,6.750155989720952e-14,0.6,0.6,10.722953221644476,10.722953221644474,False,False
"[[2,0,1],[0,0,0],[0,0,4]]",7,8.33180862497453,8.331808624974533,3.552713678800501e-15,0.6,0.6,10.722953221644476,10.722953221644474,False,False
"[[1,3,0],[3,0,0],[0,0,0]]",7,13.042200613241494,13.042200613241398,9.592326932761353e-14,0.6,0.6,10.722953221644474,10.722953221644474,True,True
"[[1,3,0],[2,1,0],[0,0,0]]",7,10.767423815967184,10.767423815967016,1.687538997430238e-13,0.6,0.6,10.722953221644474,10.722953221644474,True,True
"[[1,3,0],[2,0,1],[0,0,0]]",7,12.550962503025765,12.550962503025666,9.947598300641403e-14,0.6,0.6,10.722953221644474,10.722953221644474,True,True
"[[1,2,1],[2,0,0],[1,0,0]]",7,11.732658108357057,11.732658108356993,6.394884621840902e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,2,1],[2,0,0],[0,1,0]]",7,15.238624826875075,15.238624826874942,1.3322676295501878e-13,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,2,1],[2,0,0],[0,0,1]]",7,12.575598358122203,12.57559835812214,6.394884621840902e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,2,1],[2,1,0],[0,0,0]]",7,10.066055853237764,10.066055853237666,9.769962616701378e-14,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[1,2,0],[2,2,0],[0,0,0]]",7,6.762844808781054,6.762844808780923,1.305622276959184e-13,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[1,2,0],[1,3,0],[0,0,0]]",7,6.92085866015573,6.920858660155528,2.0161650127192843e-13,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[1,2,0],[1,2,1],[0,0,0]]",7,6.794854842329871,6.794854842329739,1.3145040611561853e-13,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[1,2,0],[1,1,1],[1,0,0]]",7,7.414960809920068,7.414960809919972,9.592326932761353e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,2,0],[1,1,1],[0,1,0]]",7,10.920927528438092,10.92092752843792,1.723066134218243e-13,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,2,0],[1,1,1],[0,0,1]]",7,8.257901059685214,8.257901059685118,9.592326932761353e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,3,0],[1,0,1],[1,0,0]]",7,12.466036104635293,12.46603610463516,1.3322676295501878e-13,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,2,1],[1,0,1],[1,0,0]]",7,11.764668141905872,11.76466814190581,6.217248937900877e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,2,0],[2,0,1],[0,1,0]]",7,12.672456181947851,12.672456181947753,9.769962616701378e-14,0.6,0.6,11.169240324272893,11.169240324272893,True,True
"[[1,2,0],[1,0,2],[0,1,0]]",7,14.09076057661656,14.09076057661646,9.947598300641403e-14,0.6,0.6,11.169240324272893,11.169240324272893,True,True
"[[1,2,0],[1,0,1],[1,0,1]]",7,8.538208953684617,8.538208953684554,6.217248937900877e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,2,0],[1,0,1],[0,1,1]]",7,12.044175672202638,12.044175672202503,1.3500311979441904e-13,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,2,0],[1,0,1],[0,0,2]]",7,10.767443564569653,10.76744356456959,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,2,1],[1,1,0],[1,0,0]]",7,9.981129454847295,9.98112945484716,1.3500311979441904e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[1,1,2],[1,0,0],[2,0,0]]",7,12.332658108357055,12.332658108357029,2.6645352591003757e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,1,2],[1,0,0],[1,1,0]]",7,14.452330465755182,14.452330465755086,9.592326932761353e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,1,2],[1,0,0],[1,0,1]]",7,11.78930399700231,11.789303997002284,2.6645352591003757e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,1,2],[2,0,0],[0,1,0]]",7,16.446799369030092,16.446799369030032,6.039613253960852e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,1,1],[2,1,0],[0,1,0]]",7,10.710797675924397,10.7107976759243,9.592326932761353e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,1],[1,2,0],[0,1,0]]",7,10.345563383534527,10.345563383534358,1.687538997430238e-13,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,1],[1,1,1],[0,1,0]]",7,10.742807709473215,10.742807709473118,9.769962616701378e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,1],[1,0,1],[1,1,0]]",7,11.023115603472618,11.023115603472554,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,1],[1,0,1],[0,2,0]]",7,15.915376683110527,15.915376683110393,1.3322676295501878e-13,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,1,1],[1,0,1],[0,1,1]]",7,11.866055853237764,11.8660558532377,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,2,1],[1,0,0],[1,0,1]]",7,10.581129454847293,10.581129454847195,9.769962616701378e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[1,1,1],[2,0,0],[0,1,1]]",7,11.834045819688946,11.834045819688884,6.217248937900877e-14,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,1,1],[1,1,0],[0,1,1]]",7,10.082517166179183,10.08251716617905,1.3322676295501878e-13,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,1],[1,0,0],[1,0,2]]",7,8.039596665016507,8.039596665016479,2.842170943040401e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,1],[1,0,0],[0,1,2]]",7,11.545563383534525,11.545563383534427,9.769962616701378e-14,0.6,0.6,11.169240324272893,11.169240324272893,True,True
"[[1,1,1],[1,0,0],[0,0,3]]",7,10.792079419666091,10.792079419666063,2.842170943040401e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,2],[1,1,0],[1,0,0]]",7,11.189303997002309,11.189303997002249,6.039613253960852e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,1,1],[1,1,0],[1,0,1]]",7,6.576550447661164,6.576550447661102,6.217248937900877e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,1],[1,1,0],[0,0,2]]",7,8.8057850585462,8.805785058546137,6.217248937900877e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,1],[1,2,0],[1,0,0]]",7,6.839596665016508,6.83959666501641,9.769962616701378e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,1],[1,2,0],[0,0,1]]",7,7.682536914781654,7.682536914781555,9.85878045867139e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,1],[1,3,0],[0,0,0]]",7,6.7427388411908575,6.742738841190726,1.3145040611561853e-13,0.6,0.6,10.722953221644474,10.722953221644474,False,False
"[[1,1,0],[1,4,0],[0,0,0]]",7,3.710104401282991,3.710104401282826,1.652011860642233e-13,0.6,0.6,10.584967478670572,10.584967478670572,False,False
"[[1,1,0],[0,5,0],[0,0,0]]",7,5.84688222658406,5.846882226583821,2.389199948993337e-13,0.6,0.6,10.584967478670572,10.584967478670572,False,False
"[[1,1,0],[0,4,1],[0,0,0]]",7,5.128408795951699,5.1284087959515325,1.6608936448392342e-13,0.6,0.6,10.584967478670572,10.584967478670572,False,False
"[[1,1,0],[0,3,1],[1,0,0]]",7,5.13814008540226,5.138140085402128,1.3233858453531866e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[1,1,0],[0,3,1],[0,1,0]]",7,8.64410680392028,8.644106803920074,2.0605739337042905e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[1,1,0],[0,3,1],[0,0,1]]",7,5.981080335167406,5.981080335167272,1.341149413747189e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[1,2,0],[0,2,1],[1,0,0]]",7,8.43602087865009,8.43602087864992,1.7053025658242404e-13,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,1],[0,2,1],[1,0,0]]",7,8.257901059685215,8.257901059685118,9.769962616701378e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,0],[1,2,1],[0,1,0]]",7,7.099798591425713,7.09979859142558,1.3233858453531866e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[1,1,0],[0,2,2],[0,1,0]]",7,9.90439734721431,9.904397347214179,1.3145040611561853e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[1,1,0],[0,2,1],[1,0,1]]",7,4.691643797873164,4.691643797873066,9.769962616701378e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,0],[0,2,1],[0,1,1]]",7,8.197610516391183,8.197610516391014,1.687538997430238e-13,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,0],[0,2,1],[0,0,2]]",7,6.920878408758201,6.920878408758101,9.947598300641403e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,2,0],[0,1,2],[1,0,0]]",7,10.219559565708668,10.21955956570857,9.769962616701378e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,1],[0,1,1],[2,0,0]]",7,8.538208953684617,8.538208953684554,6.217248937900877e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,1],[0,1,1],[1,1,0]]",7,10.657881311082747,10.657881311082612,1.3500311979441904e-13,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,1],[0,1,1],[1,0,1]]",7,7.994854842329872,7.994854842329809,6.306066779870889e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,0],[0,1,2],[1,1,0]]",7,9.138208953684618,9.138208953684519,9.947598300641403e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,0],[0,1,2],[0,2,0]]",7,14.03047003332253,14.030470033322358,1.723066134218243e-13,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,1,0],[0,1,2],[0,1,1]]",7,9.981149203449764,9.981149203449664,9.947598300641403e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,2,0],[0,1,1],[1,0,1]]",7,8.172974661294747,8.172974661294612,1.3500311979441904e-13,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,0],[1,1,1],[0,1,1]]",7,7.176550447661164,7.176550447661066,9.769962616701378e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,0],[0,1,1],[1,0,2]]",7,5.291643797873164,5.291643797873101,6.306066779870889e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,0],[0,1,1],[0,1,2]]",7,8.797610516391185,8.797610516391048,1.3677947663381929e-13,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,0],[0,1,1],[0,0,3]]",7,8.044126552522748,8.044126552522684,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,2,0],[0,0,2],[2,0,0]]",7,11.886161820827962,11.886161820827898,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,2,0],[0,0,2],[1,1,0]]",7,14.005834178226092,14.005834178225955,1.3677947663381929e-13,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,2,0],[0,0,2],[1,0,1]]",7,11.342807709473217,11.342807709473153,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,2,1],[0,0,1],[2,0,0]]",7,12.542787960870747,12.542787960870648,9.947598300641403e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,1,2],[0,0,1],[2,0,0]]",7,13.750962503025765,13.750962503025736,2.842170943040401e-14,0.6,0.6,11.087596335232384,11.087596335232384,True,True
"[[1,1,1],[0,0,2],[1,1,0]]",7,13.827714359261218,13.827714359261153,6.572520305780927e-14,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,1,1],[0,0,1],[2,0,1]]",7,8.61496080992007,8.61496080992004,3.019806626980426e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,1],[0,0,1],[1,1,1]]",7,10.7346331673182,10.734633167318098,1.0302869668521453e-13,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,1],[0,0,1],[1,0,2]]",7,9.457901059685216,9.457901059685186,3.019806626980426e-14,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,0],[1,0,2],[0,2,0]]",7,14.395704325712401,14.395704325712302,9.947598300641403e-14,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,1,0],[0,0,3],[0,2,0]]",7,17.723551225265545,17.723551225265446,9.947598300641403e-14,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,1,0],[0,0,2],[1,1,1]]",7,9.738208953684618,9.738208953684554,6.394884621840902e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,0],[0,0,2],[0,2,1]]",7,14.630470033322528,14.630470033322391,1.3677947663381929e-13,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,1,0],[0,0,2],[0,1,2]]",7,11.967443564569654,11.967443564569589,6.572520305780927e-14,0.6,0.6,11.298317366548035,11.298317366548035,True,True
"[[1,2,0],[0,0,1],[1,0,2]]",7,9.63602087865009,9.636020878649989,1.0125233984581428e-13,0.6,0.6,11.169240324272893,11.169240324272893,False,False
"[[1,1,0],[1,0,1],[0,1,2]]",7,9.162844808781056,9.16284480878099,6.572520305780927e-14,0.6,0.6,11.298317366548035,11.298317366548035,False,False
"[[1,1,0],[0,0,1],[1,0,3]]",7,6.938140085402261,6.938140085402231,3.019806626980426e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[1,1,0],[0,0,1],[0,1,3]]",7,10.444106803920281,10.444106803920178,1.0302869668521453e-13,0.6,0.6,11.087596335232384,11.087596335232384,False,False
"[[1,1,0],[0,0,1],[0,0,4]]",7,10.03042091364264,10.030420913642608,3.197442310920451e-14,0.6,0.6,11.087596335232384,11.087596335232384,False,False
