log_inverse_alpha,leading_term,poisson_penalty,full_lower_bound
10.0,19.026336161490292,321.22657627464275,0.0
84.41629895218927,160.61328813732138,321.22657627464275,0.0
168.83259790437853,321.22657627464275,321.22657627464275,0.0
337.66519580875706,642.4531525492855,321.22657627464275,321.22657627464275
