theta,trial,seed,initial_state,log_inverse_alpha,stopping_time
-0.6,7,260427594,2,5120.0,10135
-0.6,8,260427595,3,320.0,744
-0.6,8,260427595,3,640.0,1389
-0.6,8,260427595,3,1280.0,2582
-0.6,8,260427595,3,2560.0,5046
-0.6,8,260427595,3,5120.0,9857
-0.6,9,260427596,4,320.0,758
-0.6,9,260427596,4,640.0,1400
-0.6,9,260427596,4,1280.0,2664
-0.6,9,260427596,4,2560.0,5079
-0.6,9,260427596,4,5120.0,10294
-0.6,10,260427597,0,320.0,662
-0.6,10,260427597,0,640.0,1368
-0.6,10,260427597,0,1280.0,2621
-0.6,10,260427597,0,2560.0,5149
-0.6,10,260427597,0,5120.0,9852
-0.6,11,260427598,1,320.0,790
-0.6,11,260427598,1,640.0,1491
-0.6,11,260427598,1,1280.0,2629
-0.6,11,260427598,1,2560.0,5183
-0.6,11,260427598,1,5120.0,9940
-0.6,12,260427599,2,320.0,805
-0.6,12,260427599,2,640.0,1450
-0.6,12,260427599,2,1280.0,2671
-0.6,12,260427599,2,2560.0,5105
-0.6,12,260427599,2,5120.0,10021
-0.6,13,260427600,3,320.0,775
-0.6,13,260427600,3,640.0,1420
-0.6,13,260427600,3,1280.0,2591
-0.6,13,260427600,3,2560.0,4916
-0.6,13,260427600,3,5120.0,10005
-0.6,14,260427601,4,320.0,733
-0.6,14,260427601,4,640.0,1344
-0.6,14,260427601,4,1280.0,2498
-0.6,14,260427601,4,2560.0,5023
-0.6,14,260427601,4,5120.0,9928
-0.6,15,260427602,0,320.0,633
-0.6,15,260427602,0,640.0,1225
-0.6,15,260427602,0,1280.0,2442
-0.6,15,260427602,0,2560.0,4810
-0.6,15,260427602,0,5120.0,9812
-0.6,16,260427603,1,320.0,760
-0.6,16,260427603,1,640.0,1380
-0.6,16,260427603,1,1280.0,2755
-0.6,16,260427603,1,2560.0,5173
-0.6,16,260427603,1,5120.0,10171
-0.6,17,260427604,2,320.0,727
-0.6,17,260427604,2,640.0,1292
-0.6,17,260427604,2,1280.0,2472
-0.6,17,260427604,2,2560.0,4939
-0.6,17,260427604,2,5120.0,9958
-0.6,18,260427605,3,320.0,873
-0.6,18,260427605,3,640.0,1433
-0.6,18,260427605,3,1280.0,2832
-0.6,18,260427605,3,2560.0,5123
-0.6,18,260427605,3,5120.0,9885
-0.6,19,260427606,4,320.0,817
-0.6,19,260427606,4,640.0,1381
-0.6,19,260427606,4,1280.0,2557
-0.6,19,260427606,4,2560.0,5188
-0.6,19,260427606,4,5120.0,10146
-0.6,20,260427607,0,320.0,741
-0.6,20,260427607,0,640.0,1305
-0.6,20,260427607,0,1280.0,2546
-0.6,20,260427607,0,2560.0,5141
-0.6,20,260427607,0,5120.0,9827
-0.6,21,260427608,1,320.0,786
-0.6,21,260427608,1,640.0,1436
-0.6,21,260427608,1,1280.0,2786
-0.6,21,260427608,1,2560.0,5220
-0.6,21,260427608,1,5120.0,10205
-0.6,22,260427609,2,320.0,688
-0.6,22,260427609,2,640.0,1334
-0.6,22,260427609,2,1280.0,2646
-0.6,22,260427609,2,2560.0,5123
-0.6,22,260427609,2,5120.0,10363
-0.6,23,260427610,3,320.0,721
-0.6,23,260427610,3,640.0,1359
-0.6,23,260427610,3,1280.0,2573
-0.6,23,260427610,3,2560.0,4988
-0.6,23,260427610,3,5120.0,9836
-0.6,24,260427611,4,320.0,749
-0.6,24,260427611,4,640.0,1374
-0.6,24,260427611,4,1280.0,2637
-0.6,24,260427611,4,2560.0,5043
-0.6,24,260427611,4,5120.0,9871
-0.6,25,260427612,0,320.0,714
-0.6,25,260427612,0,640.0,1310
-0.6,25,260427612,0,1280.0,2562
-0.6,25,260427612,0,2560.0,5113
-0.6,25,260427612,0,5120.0,10161
-0.6,26,260427613,1,320.0,754
-0.6,26,260427613,1,640.0,1431
-0.6,26,260427613,1,1280.0,2700
-0.6,26,260427613,1,2560.0,5179
-0.6,26,260427613,1,5120.0,10134
-0.6,27,260427614,2,320.0,758
-0.6,27,260427614,2,640.0,1382
-0.6,27,260427614,2,1280.0,2694
-0.6,27,260427614,2,2560.0,5029
-0.6,27,260427614,2,5120.0,10174
-0.6,28,260427615,3,320.0,730
-0.6,28,260427615,3,640.0,1303
-0.6,28,260427615,3,1280.0,2580
-0.6,28,260427615,3,2560.0,4981
-0.6,28,260427615,3,5120.0,10054
-0.6,29,260427616,4,320.0,660
-0.6,29,260427616,4,640.0,1343
-0.6,29,260427616,4,1280.0,2709
-0.6,29,260427616,4,2560.0,5149
-0.6,29,260427616,4,5120.0,10057
-0.6,30,260427617,0,320.0,749
-0.6,30,260427617,0,640.0,1441
-0.6,30,260427617,0,1280.0,2811
-0.6,30,260427617,0,2560.0,5275
-0.6,30,260427617,0,5120.0,9970
-0.6,31,260427618,1,320.0,751
-0.6,31,260427618,1,640.0,1348
-0.6,31,260427618,1,1280.0,2657
-0.6,31,260427618,1,2560.0,4890
-0.6,31,260427618,1,5120.0,9649
-0.6,32,260427619,2,320.0,719
-0.6,32,260427619,2,640.0,1288
-0.6,32,260427619,2,1280.0,2659
-0.6,32,260427619,2,2560.0,5019
-0.6,32,260427619,2,5120.0,9912
-0.6,33,260427620,3,320.0,728
-0.6,33,260427620,3,640.0,1341
-0.6,33,260427620,3,1280.0,2443
-0.6,33,260427620,3,2560.0,4889
-0.6,33,260427620,3,5120.0,9737
-0.6,34,260427621,4,320.0,777
-0.6,34,260427621,4,640.0,1354
-0.6,34,260427621,4,1280.0,2585
-0.6,34,260427621,4,2560.0,4902
-0.6,34,260427621,4,5120.0,9618
-0.6,35,260427622,0,320.0,777
-0.6,35,260427622,0,640.0,1366
-0.6,35,260427622,0,1280.0,2713
-0.6,35,260427622,0,2560.0,5210
-0.6,35,260427622,0,5120.0,10005
-0.6,36,260427623,1,320.0,731
-0.6,36,260427623,1,640.0,1431
-0.6,36,260427623,1,1280.0,2678
-0.6,36,260427623,1,2560.0,5173
-0.6,36,260427623,1,5120.0,10092
-0.6,37,260427624,2,320.0,801
-0.6,37,260427624,2,640.0,1430
-0.6,37,260427624,2,1280.0,2616
-0.6,37,260427624,2,2560.0,4911
-0.6,37,260427624,2,5120.0,9642
-0.6,38,260427625,3,320.0,828
-0.6,38,260427625,3,640.0,1524
-0.6,38,260427625,3,1280.0,2872
-0.6,38,260427625,3,2560.0,5329
-0.6,38,260427625,3,5120.0,10199
-0.6,39,260427626,4,320.0,812
-0.6,39,260427626,4,640.0,1461
-0.6,39,260427626,4,1280.0,2688
-0.6,39,260427626,4,2560.0,5116
-0.6,39,260427626,4,5120.0,9781
-0.6,40,260427627,0,320.0,801
-0.6,40,260427627,0,640.0,1456
-0.6,40,260427627,0,1280.0,2781
-0.6,40,260427627,0,2560.0,5273
-0.6,40,260427627,0,5120.0,10177
-0.6,41,260427628,1,320.0,769
-0.6,41,260427628,1,640.0,1375
-0.6,41,260427628,1,1280.0,2625
-0.6,41,260427628,1,2560.0,5074
-0.6,41,260427628,1,5120.0,10126
-0.6,42,260427629,2,320.0,718
-0.6,42,260427629,2,640.0,1389
-0.6,42,260427629,2,1280.0,2481
-0.6,42,260427629,2,2560.0,5157
-0.6,42,260427629,2,5120.0,10117
-0.6,43,260427630,3,320.0,790
-0.6,43,260427630,3,640.0,1429
-0.6,43,260427630,3,1280.0,2609
-0.6,43,260427630,3,2560.0,5214
-0.6,43,260427630,3,5120.0,10258
-0.6,44,260427631,4,320.0,722
-0.6,44,260427631,4,640.0,1287
-0.6,44,260427631,4,1280.0,2553
-0.6,44,260427631,4,2560.0,5152
-0.6,44,260427631,4,5120.0,10014
-0.6,45,260427632,0,320.0,803
-0.6,45,260427632,0,640.0,1413
-0.6,45,260427632,0,1280.0,2639
-0.6,45,260427632,0,2560.0,5084
-0.6,45,260427632,0,5120.0,10129
-0.6,46,260427633,1,320.0,708
-0.6,46,260427633,1,640.0,1308
-0.6,46,260427633,1,1280.0,2435
-0.6,46,260427633,1,2560.0,4875
-0.6,46,260427633,1,5120.0,9946
-0.6,47,260427634,2,320.0,846
-0.6,47,260427634,2,640.0,1426
-0.6,47,260427634,2,1280.0,2729
-0.6,47,260427634,2,2560.0,5120
-0.6,47,260427634,2,5120.0,9952
-0.6,48,260427635,3,320.0,748
-0.6,48,260427635,3,640.0,1321
-0.6,48,260427635,3,1280.0,2523
-0.6,48,260427635,3,2560.0,5141
-0.6,48,260427635,3,5120.0,9992
-0.6,49,260427636,4,320.0,825
-0.6,49,260427636,4,640.0,1539
-0.6,49,260427636,4,1280.0,2686
-0.6,49,260427636,4,2560.0,5340
-0.6,49,260427636,4,5120.0,10179
-0.6,50,260427637,0,320.0,733
-0.6,50,260427637,0,640.0,1350
-0.6,50,260427637,0,1280.0,2487
-0.6,50,260427637,0,2560.0,4959
-0.6,50,260427637,0,5120.0,9914
-0.6,51,260427638,1,320.0,691
-0.6,51,260427638,1,640.0,1427
-0.6,51,260427638,1,1280.0,2597
-0.6,51,260427638,1,2560.0,4990
-0.6,51,260427638,1,5120.0,9920
-0.6,52,260427639,2,320.0,767
-0.6,52,260427639,2,640.0,1430
-0.6,52,260427639,2,1280.0,2713
-0.6,52,260427639,2,2560.0,4994
-0.6,52,260427639,2,5120.0,9933
-0.6,53,260427640,3,320.0,786
-0.6,53,260427640,3,640.0,1536
-0.6,53,260427640,3,1280.0,2869
-0.6,53,260427640,3,2560.0,5234
-0.6,53,260427640,3,5120.0,10058
-0.6,54,260427641,4,320.0,884
-0.6,54,260427641,4,640.0,1460
-0.6,54,260427641,4,1280.0,2659
-0.6,54,260427641,4,2560.0,5187
-0.6,54,260427641,4,5120.0,10256
-0.6,55,260427642,0,320.0,730
-0.6,55,260427642,0,640.0,1338
-0.6,55,260427642,0,1280.0,2629
-0.6,55,260427642,0,2560.0,5131
-0.6,55,260427642,0,5120.0,9734
-0.6,56,260427643,1,320.0,638
-0.6,56,260427643,1,640.0,1257
-0.6,56,260427643,1,1280.0,2530
-0.6,56,260427643,1,2560.0,5203
-0.6,56,260427643,1,5120.0,10251
-0.6,57,260427644,2,320.0,825
-0.6,57,260427644,2,640.0,1565
-0.6,57,260427644,2,1280.0,2786
-0.6,57,260427644,2,2560.0,5230
-0.6,57,260427644,2,5120.0,10016
-0.6,58,260427645,3,320.0,851
-0.6,58,260427645,3,640.0,1418
-0.6,58,260427645,3,1280.0,2673
-0.6,58,260427645,3,2560.0,5187
-0.6,58,260427645,3,5120.0,10162
-0.6,59,260427646,4,320.0,683
-0.6,59,260427646,4,640.0,1365
-0.6,59,260427646,4,1280.0,2490
-0.6,59,260427646,4,2560.0,5025
-0.6,59,260427646,4,5120.0,10063
-0.6,60,260427647,0,320.0,750
-0.6,60,260427647,0,640.0,1409
-0.6,60,260427647,0,1280.0,2776
-0.6,60,260427647,0,2560.0,5312
-0.6,60,260427647,0,5120.0,10176
-0.6,61,260427648,1,320.0,783
-0.6,61,260427648,1,640.0,1400
-0.6,61,260427648,1,1280.0,2624
-0.6,61,260427648,1,2560.0,5127
-0.6,61,260427648,1,5120.0,10219
-0.6,62,260427649,2,320.0,732
-0.6,62,260427649,2,640.0,1397
-0.6,62,260427649,2,1280.0,2712
-0.6,62,260427649,2,2560.0,5055
-0.6,62,260427649,2,5120.0,10116
-0.6,63,260427650,3,320.0,755
-0.6,63,260427650,3,640.0,1447
-0.6,63,260427650,3,1280.0,2775
-0.6,63,260427650,3,2560.0,5500
-0.6,63,260427650,3,5120.0,10409
-0.6,64,260427651,4,320.0,784
-0.6,64,260427651,4,640.0,1384
-0.6,64,260427651,4,1280.0,2633
-0.6,64,260427651,4,2560.0,5107
-0.6,64,260427651,4,5120.0,9943
-0.6,65,260427652,0,320.0,694
-0.6,65,260427652,0,640.0,1284
-0.6,65,260427652,0,1280.0,2382
-0.6,65,260427652,0,2560.0,4707
-0.6,65,260427652,0,5120.0,9681
-0.6,66,260427653,1,320.0,771
-0.6,66,260427653,1,640.0,1400
-0.6,66,260427653,1,1280.0,2754
-0.6,66,260427653,1,2560.0,5219
-0.6,66,260427653,1,5120.0,10104
-0.6,67,260427654,2,320.0,797
-0.6,67,260427654,2,640.0,1439
-0.6,67,260427654,2,1280.0,2776
-0.6,67,260427654,2,2560.0,5156
-0.6,67,260427654,2,5120.0,10054
-0.6,68,260427655,3,320.0,752
-0.6,68,260427655,3,640.0,1319
-0.6,68,260427655,3,1280.0,2477
-0.6,68,260427655,3,2560.0,4983
-0.6,68,260427655,3,5120.0,9565
-0.6,69,260427656,4,320.0,814
-0.6,69,260427656,4,640.0,1408
-0.6,69,260427656,4,1280.0,2618
-0.6,69,260427656,4,2560.0,4963
-0.6,69,260427656,4,5120.0,10029
-0.6,70,260427657,0,320.0,760
-0.6,70,260427657,0,640.0,1415
-0.6,70,260427657,0,1280.0,2589
-0.6,70,260427657,0,2560.0,5045
-0.6,70,260427657,0,5120.0,9810
-0.6,71,260427658,1,320.0,722
-0.6,71,260427658,1,640.0,1404
-0.6,71,260427658,1,1280.0,2701
-0.6,71,260427658,1,2560.0,5224
-0.6,71,260427658,1,5120.0,9876
-0.6,72,260427659,2,320.0,778
-0.6,72,260427659,2,640.0,1288
-0.6,72,260427659,2,1280.0,2529
-0.6,72,260427659,2,2560.0,5081
-0.6,72,260427659,2,5120.0,9822
-0.6,73,260427660,3,320.0,644
-0.6,73,260427660,3,640.0,1295
-0.6,73,260427660,3,1280.0,2586
-0.6,73,260427660,3,2560.0,4895
-0.6,73,260427660,3,5120.0,9534
-0.6,74,260427661,4,320.0,746
-0.6,74,260427661,4,640.0,1547
-0.6,74,260427661,4,1280.0,2837
-0.6,74,260427661,4,2560.0,5107
-0.6,74,260427661,4,5120.0,10039
-0.6,75,260427662,0,320.0,792
-0.6,75,260427662,0,640.0,1461
-0.6,75,260427662,0,1280.0,2655
-0.6,75,260427662,0,2560.0,5106
-0.6,75,260427662,0,5120.0,10248
-0.6,76,260427663,1,320.0,774
-0.6,76,260427663,1,640.0,1371
-0.6,76,260427663,1,1280.0,2577
-0.6,76,260427663,1,2560.0,5202
-0.6,76,260427663,1,5120.0,9970
-0.6,77,260427664,2,320.0,820
-0.6,77,260427664,2,640.0,1491
-0.6,77,260427664,2,1280.0,2677
-0.6,77,260427664,2,2560.0,5278
-0.6,77,260427664,2,5120.0,10182
-0.6,78,260427665,3,320.0,743
-0.6,78,260427665,3,640.0,1362
-0.6,78,260427665,3,1280.0,2441
-0.6,78,260427665,3,2560.0,4873
-0.6,78,260427665,3,5120.0,9767
-0.6,79,260427666,4,320.0,750
-0.6,79,260427666,4,640.0,1496
-0.6,79,260427666,4,1280.0,2806
-0.6,79,260427666,4,2560.0,5306
-0.6,79,260427666,4,5120.0,10179
-0.6,80,260427667,0,320.0,719
-0.6,80,260427667,0,640.0,1366
-0.6,80,260427667,0,1280.0,2697
-0.6,80,260427667,0,2560.0,5070
-0.6,80,260427667,0,5120.0,10001
-0.6,81,260427668,1,320.0,785
-0.6,81,260427668,1,640.0,1450
-0.6,81,260427668,1,1280.0,2697
-0.6,81,260427668,1,2560.0,5064
-0.6,81,260427668,1,5120.0,9820
-0.6,82,260427669,2,320.0,716
-0.6,82,260427669,2,640.0,1395
-0.6,82,260427669,2,1280.0,2705
-0.6,82,260427669,2,2560.0,5151
-0.6,82,260427669,2,5120.0,10037
-0.6,83,260427670,3,320.0,779
-0.6,83,260427670,3,640.0,1413
-0.6,83,260427670,3,1280.0,2581
-0.6,83,260427670,3,2560.0,5100
-0.6,83,260427670,3,5120.0,9736
-0.6,84,260427671,4,320.0,804
-0.6,84,260427671,4,640.0,1419
-0.6,84,260427671,4,1280.0,2587
-0.6,84,260427671,4,2560.0,4838
-0.6,84,260427671,4,5120.0,9737
-0.6,85,260427672,0,320.0,728
-0.6,85,260427672,0,640.0,1382
-0.6,85,260427672,0,1280.0,2650
-0.6,85,260427672,0,2560.0,5130
-0.6,85,260427672,0,5120.0,10003
-0.6,86,260427673,1,320.0,680
-0.6,86,260427673,1,640.0,1283
-0.6,86,260427673,1,1280.0,2649
-0.6,86,260427673,1,2560.0,5169
-0.6,86,260427673,1,5120.0,9863
-0.6,87,260427674,2,320.0,772
-0.6,87,260427674,2,640.0,1467
-0.6,87,260427674,2,1280.0,2738
-0.6,87,260427674,2,2560.0,5297
-0.6,87,260427674,2,5120.0,10164
-0.6,88,260427675,3,320.0,812
-0.6,88,260427675,3,640.0,1396
-0.6,88,260427675,3,1280.0,2585
-0.6,88,260427675,3,2560.0,5108
-0.6,88,260427675,3,5120.0,9827
-0.6,89,260427676,4,320.0,765
-0.6,89,260427676,4,640.0,1339
-0.6,89,260427676,4,1280.0,2604
-0.6,89,260427676,4,2560.0,5054
-0.6,89,260427676,4,5120.0,9771
-0.6,90,260427677,0,320.0,733
-0.6,90,260427677,0,640.0,1442
-0.6,90,260427677,0,1280.0,2689
-0.6,90,260427677,0,2560.0,5271
-0.6,90,260427677,0,5120.0,10264
-0.6,91,260427678,1,320.0,742
-0.6,91,260427678,1,640.0,1397
-0.6,91,260427678,1,1280.0,2493
-0.6,91,260427678,1,2560.0,5025
-0.6,91,260427678,1,5120.0,9994
-0.6,92,260427679,2,320.0,808
-0.6,92,260427679,2,640.0,1432
-0.6,92,260427679,2,1280.0,2658
-0.6,92,260427679,2,2560.0,4945
-0.6,92,260427679,2,5120.0,9630
-0.6,93,260427680,3,320.0,796
-0.6,93,260427680,3,640.0,1464
-0.6,93,260427680,3,1280.0,2684
-0.6,93,260427680,3,2560.0,5037
-0.6,93,260427680,3,5120.0,9920
-0.6,94,260427681,4,320.0,755
-0.6,94,260427681,4,640.0,1405
-0.6,94,260427681,4,1280.0,2640
-0.6,94,260427681,4,2560.0,5301
-0.6,94,260427681,4,5120.0,10166
-0.6,95,260427682,0,320.0,766
-0.6,95,260427682,0,640.0,1492
-0.6,95,260427682,0,1280.0,2861
-0.6,95,260427682,0,2560.0,5293
-0.6,95,260427682,0,5120.0,10216
-0.6,96,260427683,1,320.0,777
-0.6,96,260427683,1,640.0,1369
-0.6,96,260427683,1,1280.0,2655
-0.6,96,260427683,1,2560.0,5151
-0.6,96,260427683,1,5120.0,9868
-0.6,97,260427684,2,320.0,789
-0.6,97,260427684,2,640.0,1350
-0.6,97,260427684,2,1280.0,2609
-0.6,97,260427684,2,2560.0,5045
-0.6,97,260427684,2,5120.0,9991
-0.6,98,260427685,3,320.0,761
-0.6,98,260427685,3,640.0,1472
-0.6,98,260427685,3,1280.0,2695
-0.6,98,260427685,3,2560.0,5020
-0.6,98,260427685,3,5120.0,9957
-0.6,99,260427686,4,320.0,702
-0.6,99,260427686,4,640.0,1366
-0.6,99,260427686,4,1280.0,2571
-0.6,99,260427686,4,2560.0,4951
-0.6,99,260427686,4,5120.0,9836
-0.6,100,260427687,0,320.0,740
-0.6,100,260427687,0,640.0,1337
-0.6,100,260427687,0,1280.0,2576
-0.6,100,260427687,0,2560.0,5123
-0.6,100,260427687,0,5120.0,10090
-0.6,101,260427688,1,320.0,772
-0.6,101,260427688,1,640.0,1446
-0.6,101,260427688,1,1280.0,2610
-0.6,101,260427688,1,2560.0,5218
-0.6,101,260427688,1,5120.0,10343
-0.6,102,260427689,2,320.0,777
-0.6,102,260427689,2,640.0,1379
-0.6,102,260427689,2,1280.0,2707
-0.6,102,260427689,2,2560.0,5293
-0.6,102,260427689,2,5120.0,10117
-0.6,103,260427690,3,320.0,800
-0.6,103,260427690,3,640.0,1472
-0.6,103,260427690,3,1280.0,2648
-0.6,103,260427690,3,2560.0,4980
-0.6,103,260427690,3,5120.0,9787
-0.6,104,260427691,4,320.0,736
-0.6,104,260427691,4,640.0,1286
-0.6,104,260427691,4,1280.0,2560
-0.6,104,260427691,4,2560.0,5063
-0.6,104,260427691,4,5120.0,9808
-0.6,105,260427692,0,320.0,811
-0.6,105,260427692,0,640.0,1449
-0.6,105,260427692,0,1280.0,2773
-0.6,105,260427692,0,2560.0,5283
-0.6,105,260427692,0,5120.0,10058
-0.6,106,260427693,1,320.0,669
-0.6,106,260427693,1,640.0,1263
-0.6,106,260427693,1,1280.0,2540
-0.6,106,260427693,1,2560.0,4993
-0.6,106,260427693,1,5120.0,9719
-0.6,107,260427694,2,320.0,685
-0.6,107,260427694,2,640.0,1335
-0.6,107,260427694,2,1280.0,2584
-0.6,107,260427694,2,2560.0,4980
-0.6,107,260427694,2,5120.0,9880
-0.6,108,260427695,3,320.0,767
-0.6,108,260427695,3,640.0,1447
-0.6,108,260427695,3,1280.0,2710
-0.6,108,260427695,3,2560.0,5024
-0.6,108,260427695,3,5120.0,9776
-0.6,109,260427696,4,320.0,785
-0.6,109,260427696,4,640.0,1371
-0.6,109,260427696,4,1280.0,2599
-0.6,109,260427696,4,2560.0,5089
-0.6,109,260427696,4,5120.0,10080
-0.6,110,260427697,0,320.0,772
-0.6,110,260427697,0,640.0,1496
-0.6,110,260427697,0,1280.0,2811
-0.6,110,260427697,0,2560.0,5330
-0.6,110,260427697,0,5120.0,10268
-0.6,111,260427698,1,320.0,699
-0.6,111,260427698,1,640.0,1312
-0.6,111,260427698,1,1280.0,2532
-0.6,111,260427698,1,2560.0,5044
-0.6,111,260427698,1,5120.0,10008
-0.6,112,260427699,2,320.0,764
-0.6,112,260427699,2,640.0,1487
-0.6,112,260427699,2,1280.0,2751
-0.6,112,260427699,2,2560.0,5335
-0.6,112,260427699,2,5120.0,10177
-0.6,113,260427700,3,320.0,740
-0.6,113,260427700,3,640.0,1310
-0.6,113,260427700,3,1280.0,2454
-0.6,113,260427700,3,2560.0,4949
-0.6,113,260427700,3,5120.0,9878
-0.6,114,260427701,4,320.0,663
-0.6,114,260427701,4,640.0,1339
-0.6,114,260427701,4,1280.0,2519
-0.6,114,260427701,4,2560.0,4900
-0.6,114,260427701,4,5120.0,9723
-0.6,115,260427702,0,320.0,619
-0.6,115,260427702,0,640.0,1332
-0.6,115,260427702,0,1280.0,2564
-0.6,115,260427702,0,2560.0,4997
-0.6,115,260427702,0,5120.0,10042
-0.6,116,260427703,1,320.0,666
-0.6,116,260427703,1,640.0,1299
-0.6,116,260427703,1,1280.0,2484
-0.6,116,260427703,1,2560.0,4901
-0.6,116,260427703,1,5120.0,9637
-0.6,117,260427704,2,320.0,747
-0.6,117,260427704,2,640.0,1330
-0.6,117,260427704,2,1280.0,2602
-0.6,117,260427704,2,2560.0,5039
-0.6,117,260427704,2,5120.0,10042
-0.6,118,260427705,3,320.0,785
-0.6,118,260427705,3,640.0,1541
-0.6,118,260427705,3,1280.0,2895
-0.6,118,260427705,3,2560.0,5455
-0.6,118,260427705,3,5120.0,10433
-0.6,119,260427706,4,320.0,821
-0.6,119,260427706,4,640.0,1374
-0.6,119,260427706,4,1280.0,2598
-0.6,119,260427706,4,2560.0,4972
-0.6,119,260427706,4,5120.0,9680
-0.6,120,260427707,0,320.0,842
-0.6,120,260427707,0,640.0,1390
-0.6,120,260427707,0,1280.0,2716
-0.6,120,260427707,0,2560.0,5263
-0.6,120,260427707,0,5120.0,10283
-0.6,121,260427708,1,320.0,734
-0.6,121,260427708,1,640.0,1367
-0.6,121,260427708,1,1280.0,2587
-0.6,121,260427708,1,2560.0,5087
-0.6,121,260427708,1,5120.0,9947
-0.6,122,260427709,2,320.0,731
-0.6,122,260427709,2,640.0,1322
-0.6,122,260427709,2,1280.0,2679
-0.6,122,260427709,2,2560.0,5207
-0.6,122,260427709,2,5120.0,10020
-0.6,123,260427710,3,320.0,867
-0.6,123,260427710,3,640.0,1480
-0.6,123,260427710,3,1280.0,2597
-0.6,123,260427710,3,2560.0,5064
-0.6,123,260427710,3,5120.0,10045
-0.6,124,260427711,4,320.0,606
-0.6,124,260427711,4,640.0,1299
-0.6,124,260427711,4,1280.0,2485
-0.6,124,260427711,4,2560.0,4970
-0.6,124,260427711,4,5120.0,9934
-0.6,125,260427712,0,320.0,784
-0.6,125,260427712,0,640.0,1380
-0.6,125,260427712,0,1280.0,2526
-0.6,125,260427712,0,2560.0,5082
-0.6,125,260427712,0,5120.0,10079
-0.6,126,260427713,1,320.0,721
-0.6,126,260427713,1,640.0,1419
-0.6,126,260427713,1,1280.0,2586
-0.6,126,260427713,1,2560.0,4986
-0.6,126,260427713,1,5120.0,9888
-0.6,127,260427714,2,320.0,776
-0.6,127,260427714,2,640.0,1461
-0.6,127,260427714,2,1280.0,2675
-0.6,127,260427714,2,2560.0,5179
-0.6,127,260427714,2,5120.0,10253
-0.4,0,260437587,0,320.0,1160
-0.4,0,260437587,0,640.0,2089
-0.4,0,260437587,0,1280.0,4360
-0.4,0,260437587,0,2560.0,7973
-0.4,0,260437587,0,5120.0,16079
-0.4,1,260437588,1,320.0,1280
-0.4,1,260437588,1,640.0,2350
-0.4,1,260437588,1,1280.0,4420
-0.4,1,260437588,1,2560.0,8592
-0.4,1,260437588,1,5120.0,16555
-0.4,2,260437589,2,320.0,1325
-0.4,2,260437589,2,640.0,2329
-0.4,2,260437589,2,1280.0,4223
-0.4,2,260437589,2,2560.0,8051
-0.4,2,260437589,2,5120.0,16017
-0.4,3,260437590,3,320.0,1318
-0.4,3,260437590,3,640.0,2226
-0.4,3,260437590,3,1280.0,4126
-0.4,3,260437590,3,2560.0,8007
-0.4,3,260437590,3,5120.0,15926
-0.4,4,260437591,4,320.0,1220
-0.4,4,260437591,4,640.0,2138
-0.4,4,260437591,4,1280.0,4241
-0.4,4,260437591,4,2560.0,8138
-0.4,4,260437591,4,5120.0,15706
-0.4,5,260437592,0,320.0,1155
-0.4,5,260437592,0,640.0,2124
-0.4,5,260437592,0,1280.0,4075
-0.4,5,260437592,0,2560.0,7842
-0.4,5,260437592,0,5120.0,15632
-0.4,6,260437593,1,320.0,1299
-0.4,6,260437593,1,640.0,2194
-0.4,6,260437593,1,1280.0,4094
-0.4,6,260437593,1,2560.0,7857
-0.4,6,260437593,1,5120.0,15741
-0.4,7,260437594,2,320.0,1236
-0.4,7,260437594,2,640.0,2313
-0.4,7,260437594,2,1280.0,4484
-0.4,7,260437594,2,2560.0,8388
-0.4,7,260437594,2,5120.0,15978
-0.4,8,260437595,3,320.0,1414
-0.4,8,260437595,3,640.0,2572
-0.4,8,260437595,3,1280.0,4518
-0.4,8,260437595,3,2560.0,8446
-0.4,8,260437595,3,5120.0,16294
-0.4,9,260437596,4,320.0,1170
-0.4,9,260437596,4,640.0,2154
-0.4,9,260437596,4,1280.0,3968
-0.4,9,260437596,4,2560.0,8155
-0.4,9,260437596,4,5120.0,15966
-0.4,10,260437597,0,320.0,1215
-0.4,10,260437597,0,640.0,2163
-0.4,10,260437597,0,1280.0,4475
-0.4,10,260437597,0,2560.0,8490
-0.4,10,260437597,0,5120.0,16209
-0.4,11,260437598,1,320.0,1416
-0.4,11,260437598,1,640.0,2551
-0.4,11,260437598,1,1280.0,4426
-0.4,11,260437598,1,2560.0,8206
-0.4,11,260437598,1,5120.0,15973
-0.4,12,260437599,2,320.0,1172
-0.4,12,260437599,2,640.0,2110
-0.4,12,260437599,2,1280.0,3988
-0.4,12,260437599,2,2560.0,7790
-0.4,12,260437599,2,5120.0,15516
-0.4,13,260437600,3,320.0,1160
-0.4,13,260437600,3,640.0,2260
-0.4,13,260437600,3,1280.0,4299
-0.4,13,260437600,3,2560.0,8391
-0.4,13,260437600,3,5120.0,16287
-0.4,14,260437601,4,320.0,1275
-0.4,14,260437601,4,640.0,2305
-0.4,14,260437601,4,1280.0,4131
-0.4,14,260437601,4,2560.0,8041
-0.4,14,260437601,4,5120.0,15812
-0.4,15,260437602,0,320.0,1027
-0.4,15,260437602,0,640.0,2209
-0.4,15,260437602,0,1280.0,4116
-0.4,15,260437602,0,2560.0,7930
-0.4,15,260437602,0,5120.0,15528
-0.4,16,260437603,1,320.0,1132
-0.4,16,260437603,1,640.0,2012
-0.4,16,260437603,1,1280.0,3947
