theta,trial,seed,initial_state,log_inverse_alpha,stopping_time
-0.4,16,260437603,1,2560.0,8196
-0.4,16,260437603,1,5120.0,15944
-0.4,17,260437604,2,320.0,1029
-0.4,17,260437604,2,640.0,1972
-0.4,17,260437604,2,1280.0,4072
-0.4,17,260437604,2,2560.0,8104
-0.4,17,260437604,2,5120.0,16038
-0.4,18,260437605,3,320.0,1023
-0.4,18,260437605,3,640.0,2098
-0.4,18,260437605,3,1280.0,4116
-0.4,18,260437605,3,2560.0,8037
-0.4,18,260437605,3,5120.0,15644
-0.4,19,260437606,4,320.0,974
-0.4,19,260437606,4,640.0,2104
-0.4,19,260437606,4,1280.0,4005
-0.4,19,260437606,4,2560.0,7591
-0.4,19,260437606,4,5120.0,15101
-0.4,20,260437607,0,320.0,1202
-0.4,20,260437607,0,640.0,2164
-0.4,20,260437607,0,1280.0,3901
-0.4,20,260437607,0,2560.0,7779
-0.4,20,260437607,0,5120.0,15566
-0.4,21,260437608,1,320.0,1239
-0.4,21,260437608,1,640.0,2383
-0.4,21,260437608,1,1280.0,4609
-0.4,21,260437608,1,2560.0,8493
-0.4,21,260437608,1,5120.0,16343
-0.4,22,260437609,2,320.0,1154
-0.4,22,260437609,2,640.0,2015
-0.4,22,260437609,2,1280.0,4286
-0.4,22,260437609,2,2560.0,8121
-0.4,22,260437609,2,5120.0,16074
-0.4,23,260437610,3,320.0,1275
-0.4,23,260437610,3,640.0,2257
-0.4,23,260437610,3,1280.0,4645
-0.4,23,260437610,3,2560.0,8637
-0.4,23,260437610,3,5120.0,16411
-0.4,24,260437611,4,320.0,1260
-0.4,24,260437611,4,640.0,2223
-0.4,24,260437611,4,1280.0,3977
-0.4,24,260437611,4,2560.0,8213
-0.4,24,260437611,4,5120.0,15884
-0.4,25,260437612,0,320.0,1482
-0.4,25,260437612,0,640.0,2664
-0.4,25,260437612,0,1280.0,4769
-0.4,25,260437612,0,2560.0,8785
-0.4,25,260437612,0,5120.0,16431
-0.4,26,260437613,1,320.0,1325
-0.4,26,260437613,1,640.0,2344
-0.4,26,260437613,1,1280.0,4466
-0.4,26,260437613,1,2560.0,8388
-0.4,26,260437613,1,5120.0,16028
-0.4,27,260437614,2,320.0,1119
-0.4,27,260437614,2,640.0,2005
-0.4,27,260437614,2,1280.0,4027
-0.4,27,260437614,2,2560.0,8078
-0.4,27,260437614,2,5120.0,15882
-0.4,28,260437615,3,320.0,1278
-0.4,28,260437615,3,640.0,2133
-0.4,28,260437615,3,1280.0,4195
-0.4,28,260437615,3,2560.0,8244
-0.4,28,260437615,3,5120.0,15751
-0.4,29,260437616,4,320.0,1138
-0.4,29,260437616,4,640.0,2128
-0.4,29,260437616,4,1280.0,4129
-0.4,29,260437616,4,2560.0,7669
-0.4,29,260437616,4,5120.0,15801
-0.4,30,260437617,0,320.0,1152
-0.4,30,260437617,0,640.0,2118
-0.4,30,260437617,0,1280.0,4258
-0.4,30,260437617,0,2560.0,8105
-0.4,30,260437617,0,5120.0,15865
-0.4,31,260437618,1,320.0,1115
-0.4,31,260437618,1,640.0,2127
-0.4,31,260437618,1,1280.0,4062
-0.4,31,260437618,1,2560.0,7871
-0.4,31,260437618,1,5120.0,15437
-0.4,32,260437619,2,320.0,1364
-0.4,32,260437619,2,640.0,2307
-0.4,32,260437619,2,1280.0,4252
-0.4,32,260437619,2,2560.0,8369
-0.4,32,260437619,2,5120.0,15774
-0.4,33,260437620,3,320.0,1222
-0.4,33,260437620,3,640.0,2210
-0.4,33,260437620,3,1280.0,4134
-0.4,33,260437620,3,2560.0,7996
-0.4,33,260437620,3,5120.0,15546
-0.4,34,260437621,4,320.0,1281
-0.4,34,260437621,4,640.0,2277
-0.4,34,260437621,4,1280.0,4226
-0.4,34,260437621,4,2560.0,8339
-0.4,34,260437621,4,5120.0,16166
-0.4,35,260437622,0,320.0,1213
-0.4,35,260437622,0,640.0,2256
-0.4,35,260437622,0,1280.0,4345
-0.4,35,260437622,0,2560.0,8224
-0.4,35,260437622,0,5120.0,15685
-0.4,36,260437623,1,320.0,1318
-0.4,36,260437623,1,640.0,2343
-0.4,36,260437623,1,1280.0,4381
-0.4,36,260437623,1,2560.0,8125
-0.4,36,260437623,1,5120.0,16234
-0.4,37,260437624,2,320.0,1189
-0.4,37,260437624,2,640.0,2151
-0.4,37,260437624,2,1280.0,4123
-0.4,37,260437624,2,2560.0,8011
-0.4,37,260437624,2,5120.0,15680
-0.4,38,260437625,3,320.0,1179
-0.4,38,260437625,3,640.0,2142
-0.4,38,260437625,3,1280.0,4167
-0.4,38,260437625,3,2560.0,8258
-0.4,38,260437625,3,5120.0,16086
-0.4,39,260437626,4,320.0,1145
-0.4,39,260437626,4,640.0,2151
-0.4,39,260437626,4,1280.0,4133
-0.4,39,260437626,4,2560.0,7807
-0.4,39,260437626,4,5120.0,15460
-0.4,40,260437627,0,320.0,1244
-0.4,40,260437627,0,640.0,2232
-0.4,40,260437627,0,1280.0,3943
-0.4,40,260437627,0,2560.0,7726
-0.4,40,260437627,0,5120.0,15550
-0.4,41,260437628,1,320.0,1206
-0.4,41,260437628,1,640.0,2134
-0.4,41,260437628,1,1280.0,4159
-0.4,41,260437628,1,2560.0,8142
-0.4,41,260437628,1,5120.0,16073
-0.4,42,260437629,2,320.0,1177
-0.4,42,260437629,2,640.0,2172
-0.4,42,260437629,2,1280.0,4086
-0.4,42,260437629,2,2560.0,7916
-0.4,42,260437629,2,5120.0,16045
-0.4,43,260437630,3,320.0,1163
-0.4,43,260437630,3,640.0,2272
-0.4,43,260437630,3,1280.0,4324
-0.4,43,260437630,3,2560.0,8036
-0.4,43,260437630,3,5120.0,15987
-0.4,44,260437631,4,320.0,1510
-0.4,44,260437631,4,640.0,2437
-0.4,44,260437631,4,1280.0,4279
-0.4,44,260437631,4,2560.0,8082
-0.4,44,260437631,4,5120.0,16448
-0.4,45,260437632,0,320.0,1088
-0.4,45,260437632,0,640.0,2097
-0.4,45,260437632,0,1280.0,4032
-0.4,45,260437632,0,2560.0,7869
-0.4,45,260437632,0,5120.0,15749
-0.4,46,260437633,1,320.0,1105
-0.4,46,260437633,1,640.0,2125
-0.4,46,260437633,1,1280.0,4093
-0.4,46,260437633,1,2560.0,7735
-0.4,46,260437633,1,5120.0,15332
-0.4,47,260437634,2,320.0,1122
-0.4,47,260437634,2,640.0,2012
-0.4,47,260437634,2,1280.0,3925
-0.4,47,260437634,2,2560.0,7760
-0.4,47,260437634,2,5120.0,15647
-0.4,48,260437635,3,320.0,1360
-0.4,48,260437635,3,640.0,2442
-0.4,48,260437635,3,1280.0,4402
-0.4,48,260437635,3,2560.0,8384
-0.4,48,260437635,3,5120.0,16372
-0.4,49,260437636,4,320.0,1245
-0.4,49,260437636,4,640.0,2227
-0.4,49,260437636,4,1280.0,4208
-0.4,49,260437636,4,2560.0,8524
-0.4,49,260437636,4,5120.0,15923
-0.4,50,260437637,0,320.0,1313
-0.4,50,260437637,0,640.0,2134
-0.4,50,260437637,0,1280.0,3991
-0.4,50,260437637,0,2560.0,7925
-0.4,50,260437637,0,5120.0,16281
-0.4,51,260437638,1,320.0,1188
-0.4,51,260437638,1,640.0,2080
-0.4,51,260437638,1,1280.0,4011
-0.4,51,260437638,1,2560.0,7641
-0.4,51,260437638,1,5120.0,14984
-0.4,52,260437639,2,320.0,1338
-0.4,52,260437639,2,640.0,2318
-0.4,52,260437639,2,1280.0,4417
-0.4,52,260437639,2,2560.0,8650
-0.4,52,260437639,2,5120.0,16227
-0.4,53,260437640,3,320.0,1208
-0.4,53,260437640,3,640.0,2112
-0.4,53,260437640,3,1280.0,4351
-0.4,53,260437640,3,2560.0,8243
-0.4,53,260437640,3,5120.0,16035
-0.4,54,260437641,4,320.0,1288
-0.4,54,260437641,4,640.0,2377
-0.4,54,260437641,4,1280.0,4319
-0.4,54,260437641,4,2560.0,8260
-0.4,54,260437641,4,5120.0,16116
-0.4,55,260437642,0,320.0,1197
-0.4,55,260437642,0,640.0,2264
-0.4,55,260437642,0,1280.0,4105
-0.4,55,260437642,0,2560.0,7815
-0.4,55,260437642,0,5120.0,15282
-0.4,56,260437643,1,320.0,1405
-0.4,56,260437643,1,640.0,2339
-0.4,56,260437643,1,1280.0,4258
-0.4,56,260437643,1,2560.0,8155
-0.4,56,260437643,1,5120.0,16090
-0.4,57,260437644,2,320.0,1255
-0.4,57,260437644,2,640.0,2156
-0.4,57,260437644,2,1280.0,4139
-0.4,57,260437644,2,2560.0,7914
-0.4,57,260437644,2,5120.0,15247
-0.4,58,260437645,3,320.0,1325
-0.4,58,260437645,3,640.0,2307
-0.4,58,260437645,3,1280.0,4218
-0.4,58,260437645,3,2560.0,8109
-0.4,58,260437645,3,5120.0,15999
-0.4,59,260437646,4,320.0,1193
-0.4,59,260437646,4,640.0,2155
-0.4,59,260437646,4,1280.0,4195
-0.4,59,260437646,4,2560.0,8119
-0.4,59,260437646,4,5120.0,15931
-0.4,60,260437647,0,320.0,1156
-0.4,60,260437647,0,640.0,2323
-0.4,60,260437647,0,1280.0,4373
-0.4,60,260437647,0,2560.0,8146
-0.4,60,260437647,0,5120.0,15533
-0.4,61,260437648,1,320.0,1121
-0.4,61,260437648,1,640.0,2292
-0.4,61,260437648,1,1280.0,4400
-0.4,61,260437648,1,2560.0,8451
-0.4,61,260437648,1,5120.0,16709
-0.4,62,260437649,2,320.0,1092
-0.4,62,260437649,2,640.0,2132
-0.4,62,260437649,2,1280.0,4304
-0.4,62,260437649,2,2560.0,8362
-0.4,62,260437649,2,5120.0,16675
-0.4,63,260437650,3,320.0,1258
-0.4,63,260437650,3,640.0,2244
-0.4,63,260437650,3,1280.0,4237
-0.4,63,260437650,3,2560.0,8043
-0.4,63,260437650,3,5120.0,15826
-0.4,64,260437651,4,320.0,1352
-0.4,64,260437651,4,640.0,2321
-0.4,64,260437651,4,1280.0,4224
-0.4,64,260437651,4,2560.0,8250
-0.4,64,260437651,4,5120.0,15517
-0.4,65,260437652,0,320.0,1375
-0.4,65,260437652,0,640.0,2452
-0.4,65,260437652,0,1280.0,4651
-0.4,65,260437652,0,2560.0,8548
-0.4,65,260437652,0,5120.0,16030
-0.4,66,260437653,1,320.0,1344
-0.4,66,260437653,1,640.0,2412
-0.4,66,260437653,1,1280.0,4486
-0.4,66,260437653,1,2560.0,8309
-0.4,66,260437653,1,5120.0,15864
-0.4,67,260437654,2,320.0,1270
-0.4,67,260437654,2,640.0,2266
-0.4,67,260437654,2,1280.0,4214
-0.4,67,260437654,2,2560.0,8033
-0.4,67,260437654,2,5120.0,15561
-0.4,68,260437655,3,320.0,1118
-0.4,68,260437655,3,640.0,2082
-0.4,68,260437655,3,1280.0,4000
-0.4,68,260437655,3,2560.0,7829
-0.4,68,260437655,3,5120.0,15434
-0.4,69,260437656,4,320.0,1120
-0.4,69,260437656,4,640.0,2138
-0.4,69,260437656,4,1280.0,3988
-0.4,69,260437656,4,2560.0,7836
-0.4,69,260437656,4,5120.0,15331
-0.4,70,260437657,0,320.0,1319
-0.4,70,260437657,0,640.0,2243
-0.4,70,260437657,0,1280.0,4430
-0.4,70,260437657,0,2560.0,8360
-0.4,70,260437657,0,5120.0,16155
-0.4,71,260437658,1,320.0,1251
-0.4,71,260437658,1,640.0,2271
-0.4,71,260437658,1,1280.0,4451
-0.4,71,260437658,1,2560.0,8056
-0.4,71,260437658,1,5120.0,15836
-0.4,72,260437659,2,320.0,1246
-0.4,72,260437659,2,640.0,2239
-0.4,72,260437659,2,1280.0,4358
-0.4,72,260437659,2,2560.0,8093
-0.4,72,260437659,2,5120.0,16128
-0.4,73,260437660,3,320.0,1420
-0.4,73,260437660,3,640.0,2506
-0.4,73,260437660,3,1280.0,4296
-0.4,73,260437660,3,2560.0,8153
-0.4,73,260437660,3,5120.0,15852
-0.4,74,260437661,4,320.0,1078
-0.4,74,260437661,4,640.0,2204
-0.4,74,260437661,4,1280.0,4445
-0.4,74,260437661,4,2560.0,8170
-0.4,74,260437661,4,5120.0,16154
-0.4,75,260437662,0,320.0,1147
-0.4,75,260437662,0,640.0,2405
-0.4,75,260437662,0,1280.0,4476
-0.4,75,260437662,0,2560.0,8306
-0.4,75,260437662,0,5120.0,16054
-0.4,76,260437663,1,320.0,1300
-0.4,76,260437663,1,640.0,2349
-0.4,76,260437663,1,1280.0,4502
-0.4,76,260437663,1,2560.0,8498
-0.4,76,260437663,1,5120.0,16327
-0.4,77,260437664,2,320.0,1010
-0.4,77,260437664,2,640.0,2070
-0.4,77,260437664,2,1280.0,4155
-0.4,77,260437664,2,2560.0,8057
-0.4,77,260437664,2,5120.0,15850
-0.4,78,260437665,3,320.0,1186
-0.4,78,260437665,3,640.0,2268
-0.4,78,260437665,3,1280.0,4239
-0.4,78,260437665,3,2560.0,8159
-0.4,78,260437665,3,5120.0,15726
-0.4,79,260437666,4,320.0,1250
-0.4,79,260437666,4,640.0,2300
-0.4,79,260437666,4,1280.0,4462
-0.4,79,260437666,4,2560.0,8574
-0.4,79,260437666,4,5120.0,16435
-0.4,80,260437667,0,320.0,1521
-0.4,80,260437667,0,640.0,2367
-0.4,80,260437667,0,1280.0,4385
-0.4,80,260437667,0,2560.0,8457
-0.4,80,260437667,0,5120.0,16102
-0.4,81,260437668,1,320.0,1120
-0.4,81,260437668,1,640.0,2211
-0.4,81,260437668,1,1280.0,4251
-0.4,81,260437668,1,2560.0,8290
-0.4,81,260437668,1,5120.0,16100
-0.4,82,260437669,2,320.0,1208
-0.4,82,260437669,2,640.0,2355
-0.4,82,260437669,2,1280.0,4454
-0.4,82,260437669,2,2560.0,8299
-0.4,82,260437669,2,5120.0,15992
-0.4,83,260437670,3,320.0,1153
-0.4,83,260437670,3,640.0,2145
-0.4,83,260437670,3,1280.0,4114
-0.4,83,260437670,3,2560.0,7994
-0.4,83,260437670,3,5120.0,15866
-0.4,84,260437671,4,320.0,1157
-0.4,84,260437671,4,640.0,2144
-0.4,84,260437671,4,1280.0,3984
-0.4,84,260437671,4,2560.0,8019
-0.4,84,260437671,4,5120.0,15227
-0.4,85,260437672,0,320.0,1247
-0.4,85,260437672,0,640.0,2237
-0.4,85,260437672,0,1280.0,4152
-0.4,85,260437672,0,2560.0,8465
-0.4,85,260437672,0,5120.0,16431
-0.4,86,260437673,1,320.0,1351
-0.4,86,260437673,1,640.0,2383
-0.4,86,260437673,1,1280.0,4294
-0.4,86,260437673,1,2560.0,8199
-0.4,86,260437673,1,5120.0,15818
-0.4,87,260437674,2,320.0,1062
-0.4,87,260437674,2,640.0,2033
-0.4,87,260437674,2,1280.0,3880
-0.4,87,260437674,2,2560.0,7791
-0.4,87,260437674,2,5120.0,15603
-0.4,88,260437675,3,320.0,1280
-0.4,88,260437675,3,640.0,2393
-0.4,88,260437675,3,1280.0,4223
-0.4,88,260437675,3,2560.0,8164
-0.4,88,260437675,3,5120.0,15602
-0.4,89,260437676,4,320.0,1271
-0.4,89,260437676,4,640.0,2169
-0.4,89,260437676,4,1280.0,4255
-0.4,89,260437676,4,2560.0,8331
-0.4,89,260437676,4,5120.0,16031
-0.4,90,260437677,0,320.0,1105
-0.4,90,260437677,0,640.0,2054
-0.4,90,260437677,0,1280.0,4029
-0.4,90,260437677,0,2560.0,8108
-0.4,90,260437677,0,5120.0,15713
-0.4,91,260437678,1,320.0,1290
-0.4,91,260437678,1,640.0,2280
-0.4,91,260437678,1,1280.0,4363
-0.4,91,260437678,1,2560.0,8315
-0.4,91,260437678,1,5120.0,16486
-0.4,92,260437679,2,320.0,1088
-0.4,92,260437679,2,640.0,2092
-0.4,92,260437679,2,1280.0,4388
-0.4,92,260437679,2,2560.0,8270
-0.4,92,260437679,2,5120.0,16113
-0.4,93,260437680,3,320.0,1303
-0.4,93,260437680,3,640.0,2296
-0.4,93,260437680,3,1280.0,4470
-0.4,93,260437680,3,2560.0,8364
-0.4,93,260437680,3,5120.0,16582
-0.4,94,260437681,4,320.0,1385
-0.4,94,260437681,4,640.0,2413
-0.4,94,260437681,4,1280.0,4200
-0.4,94,260437681,4,2560.0,8103
-0.4,94,260437681,4,5120.0,15899
-0.4,95,260437682,0,320.0,1157
-0.4,95,260437682,0,640.0,2241
-0.4,95,260437682,0,1280.0,4301
-0.4,95,260437682,0,2560.0,8063
-0.4,95,260437682,0,5120.0,15405
-0.4,96,260437683,1,320.0,1308
-0.4,96,260437683,1,640.0,2252
-0.4,96,260437683,1,1280.0,4285
-0.4,96,260437683,1,2560.0,8025
-0.4,96,260437683,1,5120.0,15552
-0.4,97,260437684,2,320.0,1243
-0.4,97,260437684,2,640.0,2406
-0.4,97,260437684,2,1280.0,4339
-0.4,97,260437684,2,2560.0,8096
-0.4,97,260437684,2,5120.0,15903
-0.4,98,260437685,3,320.0,1189
-0.4,98,260437685,3,640.0,2287
-0.4,98,260437685,3,1280.0,4478
-0.4,98,260437685,3,2560.0,8350
-0.4,98,260437685,3,5120.0,16372
-0.4,99,260437686,4,320.0,1393
-0.4,99,260437686,4,640.0,2425
-0.4,99,260437686,4,1280.0,4512
-0.4,99,260437686,4,2560.0,8518
-0.4,99,260437686,4,5120.0,15898
-0.4,100,260437687,0,320.0,1411
-0.4,100,260437687,0,640.0,2362
-0.4,100,260437687,0,1280.0,4355
-0.4,100,260437687,0,2560.0,8276
-0.4,100,260437687,0,5120.0,15634
-0.4,101,260437688,1,320.0,1317
-0.4,101,260437688,1,640.0,2499
-0.4,101,260437688,1,1280.0,4402
-0.4,101,260437688,1,2560.0,8299
-0.4,101,260437688,1,5120.0,16082
-0.4,102,260437689,2,320.0,1351
-0.4,102,260437689,2,640.0,2344
-0.4,102,260437689,2,1280.0,4221
-0.4,102,260437689,2,2560.0,8093
-0.4,102,260437689,2,5120.0,16122
-0.4,103,260437690,3,320.0,1175
-0.4,103,260437690,3,640.0,2171
-0.4,103,260437690,3,1280.0,4413
-0.4,103,260437690,3,2560.0,8501
-0.4,103,260437690,3,5120.0,16491
-0.4,104,260437691,4,320.0,1238
-0.4,104,260437691,4,640.0,2336
-0.4,104,260437691,4,1280.0,4313
-0.4,104,260437691,4,2560.0,8238
-0.4,104,260437691,4,5120.0,15579
-0.4,105,260437692,0,320.0,1348
-0.4,105,260437692,0,640.0,2447
-0.4,105,260437692,0,1280.0,4411
-0.4,105,260437692,0,2560.0,8068
-0.4,105,260437692,0,5120.0,15894
-0.4,106,260437693,1,320.0,1057
-0.4,106,260437693,1,640.0,1823
-0.4,106,260437693,1,1280.0,3767
-0.4,106,260437693,1,2560.0,7958
-0.4,106,260437693,1,5120.0,16255
-0.4,107,260437694,2,320.0,1200
-0.4,107,260437694,2,640.0,2239
-0.4,107,260437694,2,1280.0,4229
-0.4,107,260437694,2,2560.0,8169
-0.4,107,260437694,2,5120.0,15789
-0.4,108,260437695,3,320.0,1119
-0.4,108,260437695,3,640.0,2043
-0.4,108,260437695,3,1280.0,3906
-0.4,108,260437695,3,2560.0,7728
-0.4,108,260437695,3,5120.0,15776
-0.4,109,260437696,4,320.0,1322
-0.4,109,260437696,4,640.0,2238
-0.4,109,260437696,4,1280.0,4307
-0.4,109,260437696,4,2560.0,8074
-0.4,109,260437696,4,5120.0,15402
-0.4,110,260437697,0,320.0,1213
-0.4,110,260437697,0,640.0,2220
-0.4,110,260437697,0,1280.0,4287
-0.4,110,260437697,0,2560.0,7876
-0.4,110,260437697,0,5120.0,15705
-0.4,111,260437698,1,320.0,1334
-0.4,111,260437698,1,640.0,2391
-0.4,111,260437698,1,1280.0,4308
-0.4,111,260437698,1,2560.0,8217
-0.4,111,260437698,1,5120.0,16136
-0.4,112,260437699,2,320.0,1201
-0.4,112,260437699,2,640.0,2191
-0.4,112,260437699,2,1280.0,4120
-0.4,112,260437699,2,2560.0,8101
-0.4,112,260437699,2,5120.0,15677
-0.4,113,260437700,3,320.0,1300
-0.4,113,260437700,3,640.0,2286
-0.4,113,260437700,3,1280.0,4305
-0.4,113,260437700,3,2560.0,7964
-0.4,113,260437700,3,5120.0,15473
-0.4,114,260437701,4,320.0,1278
-0.4,114,260437701,4,640.0,2390
-0.4,114,260437701,4,1280.0,4323
-0.4,114,260437701,4,2560.0,8338
-0.4,114,260437701,4,5120.0,15943
-0.4,115,260437702,0,320.0,1074
-0.4,115,260437702,0,640.0,2111
-0.4,115,260437702,0,1280.0,4244
-0.4,115,260437702,0,2560.0,8220
-0.4,115,260437702,0,5120.0,15494
-0.4,116,260437703,1,320.0,1279
-0.4,116,260437703,1,640.0,2191
-0.4,116,260437703,1,1280.0,4120
-0.4,116,260437703,1,2560.0,7861
-0.4,116,260437703,1,5120.0,15584
-0.4,117,260437704,2,320.0,1374
-0.4,117,260437704,2,640.0,2248
-0.4,117,260437704,2,1280.0,4117
-0.4,117,260437704,2,2560.0,7976
-0.4,117,260437704,2,5120.0,15657
-0.4,118,260437705,3,320.0,1351
-0.4,118,260437705,3,640.0,2411
-0.4,118,260437705,3,1280.0,4522
-0.4,118,260437705,3,2560.0,8439
-0.4,118,260437705,3,5120.0,16319
-0.4,119,260437706,4,320.0,1194
-0.4,119,260437706,4,640.0,2202
-0.4,119,260437706,4,1280.0,4104
-0.4,119,260437706,4,2560.0,7976
-0.4,119,260437706,4,5120.0,15498
-0.4,120,260437707,0,320.0,1229
-0.4,120,260437707,0,640.0,2173
-0.4,120,260437707,0,1280.0,4064
-0.4,120,260437707,0,2560.0,8200
-0.4,120,260437707,0,5120.0,16114
-0.4,121,260437708,1,320.0,1257
-0.4,121,260437708,1,640.0,2317
-0.4,121,260437708,1,1280.0,4383
-0.4,121,260437708,1,2560.0,8424
-0.4,121,260437708,1,5120.0,15809
-0.4,122,260437709,2,320.0,1262
-0.4,122,260437709,2,640.0,2311
-0.4,122,260437709,2,1280.0,4545
-0.4,122,260437709,2,2560.0,8068
-0.4,122,260437709,2,5120.0,16124
-0.4,123,260437710,3,320.0,1116
-0.4,123,260437710,3,640.0,2151
-0.4,123,260437710,3,1280.0,4040
-0.4,123,260437710,3,2560.0,8118
-0.4,123,260437710,3,5120.0,15416
-0.4,124,260437711,4,320.0,1321
-0.4,124,260437711,4,640.0,2389
-0.4,124,260437711,4,1280.0,4160
-0.4,124,260437711,4,2560.0,8380
-0.4,124,260437711,4,5120.0,16086
-0.4,125,260437712,0,320.0,1085
-0.4,125,260437712,0,640.0,2094
-0.4,125,260437712,0,1280.0,4070
-0.4,125,260437712,0,2560.0,8346
-0.4,125,260437712,0,5120.0,16343
-0.4,126,260437713,1,320.0,1155
-0.4,126,260437713,1,640.0,2137
-0.4,126,260437713,1,1280.0,4159
-0.4,126,260437713,1,2560.0,7909
-0.4,126,260437713,1,5120.0,15601
-0.4,127,260437714,2,320.0,1193
-0.4,127,260437714,2,640.0,2252
-0.4,127,260437714,2,1280.0,4225
-0.4,127,260437714,2,2560.0,8129
-0.4,127,260437714,2,5120.0,15970
