states,total,counts,log_mixture,empirical_kl,row_penalty,conditional_expectation,dominance_slack
6,9,2|2|1|1|0|3,0.9285469113100575,4.4476269131368875,10.148097085905793,1.0,6.629017084078963
6,9,2|2|1|1|1|2,0.012256179435905068,2.7204059650464036,10.148097085905793,1.0,7.4399473002952945
6,9,2|2|1|1|2|1,0.19457773622985997,2.902727521840358,10.148097085905793,1.0,7.4399473002952945
6,9,2|2|1|1|3|0,1.4755115816919222,4.994591583518751,10.148097085905793,1.0,6.6290170840789635
6,9,2|2|1|2|0|2,0.9285469113100575,4.329843877480504,10.148097085905793,1.0000000000000002,6.746800119735346
6,9,2|2|1|2|1|1,0.4177212875440688,3.125871073154568,10.148097085905793,1.0,7.439947300295294
6,9,2|2|1|2|2|0,1.2931900248979673,4.6944869910684135,10.148097085905793,1.0000000000000002,6.746800119735346
6,9,2|2|1|3|0|1,1.739477127526385,5.258557129353216,10.148097085905793,1.0,6.629017084078962
6,9,2|2|1|3|1|0,1.9217986843203398,5.440878686147171,10.148097085905793,1.0,6.629017084078962
6,9,2|2|1|4|0|0,3.531236596754443,7.9133628159366145,10.148097085905793,1.0,5.765970866723621
6,9,2|2|2|0|0|3,1.9093761643217846,6.121603346708559,10.148097085905793,1.0,5.935869903519018
6,9,2|2|2|0|1|2,0.9930854324476286,4.394382398618075,10.148097085905793,1.0,6.746800119735346
6,9,2|2|2|0|2|1,1.1754069892415835,4.57670395541203,10.148097085905793,1.0,6.746800119735346
6,9,2|2|2|0|3|0,2.4563408347036493,6.668568017090423,10.148097085905793,1.0,5.935869903519019
6,9,2|2|2|1|0|2,1.216228983761841,4.6175259499322845,10.148097085905793,1.0,6.746800119735349
6,9,2|2|2|1|1|1,0.7054033599958522,3.413553145606349,10.148097085905793,1.0,7.439947300295296
6,9,2|2|2|1|2|0,1.5808720973497508,4.982169063520194,10.148097085905793,1.0,6.746800119735349
6,9,2|2|2|2|0|1,1.6216940918700047,5.022991058040449,10.148097085905793,1.0000000000000002,6.746800119735348
6,9,2|2|2|2|1|0,1.8040156486639596,5.205312614834404,10.148097085905793,1.0000000000000002,6.746800119735348
6,9,2|2|2|3|0|0,3.1257714886462793,7.337998671033052,10.148097085905793,1.0,5.93586990351902
6,9,2|2|3|0|0|2,2.6025233448817318,6.8147505272685045,10.148097085905793,1.0,5.93586990351902
6,9,2|2|3|0|1|1,2.0916977211157395,5.610777722942569,10.148097085905793,1.0,6.6290170840789635
6,9,2|2|3|0|2|0,2.9671664584696416,7.179393640856414,10.148097085905793,1.0,5.93586990351902
6,9,2|2|3|1|0|1,2.3148412724299483,5.833921274256778,10.148097085905793,1.0,6.629017084078963
6,9,2|2|3|1|1|0,2.497162829223903,6.016242831050733,10.148097085905793,1.0,6.629017084078963
6,9,2|2|3|2|0|0,3.413453561098059,7.625680743484834,10.148097085905793,1.0,5.935869903519018
6,9,2|2|4|0|0|1,3.9888177060016226,8.370943925183791,10.148097085905793,1.0,5.765970866723624
6,9,2|2|4|0|1|0,4.171139262795574,8.553265481977746,10.148097085905793,1.0,5.76597086672362
6,9,2|2|4|1|0|0,4.394282814109786,8.776409033291957,10.148097085905793,1.0,5.765970866723622
6,9,2|2|5|0|0|0,6.291402798995669,11.566103223434677,10.148097085905793,1.0,4.873396661466785
6,9,2|3|0|0|0|4,3.413453561098059,8.606509996496559,10.148097085905793,1.0,4.955040650507293
6,9,2|3|0|0|1|3,2.209480756772127,6.539490974815281,10.148097085905793,1.0,5.818086867862639
6,9,2|3|0|0|2|2,1.9863372054579145,6.198564387844687,10.148097085905793,1.0,5.93586990351902
6,9,2|3|0|0|3|1,2.5741238703600366,6.90413408840319,10.148097085905793,1.0,5.81808686786264
6,9,2|3|0|0|4|0,4.142739788273879,9.335796223672379,10.148097085905793,1.0,4.955040650507293
6,9,2|3|0|1|0|3,2.4326243080863357,6.7626345261294905,10.148097085905793,1.0,5.818086867862638
6,9,2|3|0|1|1|2,1.5163335762121761,5.035413578039007,10.148097085905793,1.0,6.629017084078962
6,9,2|3|0|1|2|1,1.698655133006131,5.217735134832961,10.148097085905793,1.0,6.629017084078963
6,9,2|3|0|1|3|0,2.9795889784682004,7.309599196511354,10.148097085905793,1.0,5.818086867862639
6,9,2|3|0|2|0|2,2.4326243080863357,6.644851490473107,10.148097085905793,1.0,5.935869903519022
6,9,2|3|0|2|1|1,1.9217986843203434,5.440878686147171,10.148097085905793,1.0,6.629017084078965
6,9,2|3|0|2|2|0,2.797267421674242,7.009494604061016,10.148097085905793,1.0,5.935869903519018
6,9,2|3|0|3|0|1,3.2435545243026667,7.573564742345819,10.148097085905793,1.0,5.8180868678626405
6,9,2|3|0|3|1|0,3.4258760810966216,7.755886299139774,10.148097085905793,1.0,5.8180868678626405
6,9,2|3|0|4|0|0,5.035313993530718,10.228370428929217,10.148097085905793,1.0,4.955040650507293
6,9,2|3|1|0|0|3,2.720306380538119,7.050316598581271,10.148097085905793,1.0,5.8180868678626405
6,9,2|3|1|0|1|2,1.8040156486639596,5.323095650490788,10.148097085905793,1.0,6.629017084078964
6,9,2|3|1|0|2|1,1.9863372054579145,5.505417207284742,10.148097085905793,1.0,6.629017084078965
6,9,2|3|1|0|3|0,3.2672710509199803,7.597281268963135,10.148097085905793,1.0,5.818086867862638
6,9,2|3|1|1|0|2,2.0271591999781684,5.5462392018049975,10.148097085905793,1.0,6.6290170840789635
6,9,2|3|1|1|1|1,1.5163335762121797,4.342266397479062,10.148097085905793,1.0,7.322164264638911
6,9,2|3|1|1|2|0,2.391802313566078,5.910882315392906,10.148097085905793,1.0,6.629017084078964
6,9,2|3|1|2|0|1,2.432624308086332,5.951704309913161,10.148097085905793,1.0,6.6290170840789635
6,9,2|3|1|2|1|0,2.614945864880287,6.134025866707116,10.148097085905793,1.0,6.6290170840789635
6,9,2|3|1|3|0|0,3.9367017048626103,8.266711922905765,10.148097085905793,1.0,5.818086867862638
6,9,2|3|2|0|0|2,3.0079884529898955,7.220215635376668,10.148097085905793,1.0,5.93586990351902
6,9,2|3|2|0|1|1,2.497162829223903,6.016242831050732,10.148097085905793,1.0,6.6290170840789635
6,9,2|3|2|0|2|0,3.3726315665778053,7.584858748964578,10.148097085905793,1.0,5.93586990351902
6,9,2|3|2|1|0|1,2.720306380538112,6.239386382364943,10.148097085905793,1.0,6.629017084078962
6,9,2|3|2|1|1|0,2.902627937332067,6.421707939158897,10.148097085905793,1.0,6.629017084078963
6,9,2|3|2|2|0|0,3.8189186692062265,8.031145851592997,10.148097085905793,1.0,5.935869903519022
6,9,2|3|3|0|0|1,4.10660074165801,8.436610959701163,10.148097085905793,1.0,5.81808686786264
6,9,2|3|3|0|1|0,4.288922298451965,8.618932516495116,10.148097085905793,1.0,5.818086867862641
6,9,2|3|3|1|0|0,4.512065849766174,8.842076067809327,10.148097085905793,1.0,5.81808686786264
6,9,2|3|4|0|0|0,6.186042283337841,11.37909871873634,10.148097085905793,1.0,4.955040650507293
6,9,2|4|0|0|0|3,4.51206584976617,9.70512228516467,10.148097085905793,1.0,4.955040650507293
6,9,2|4|0|0|1|2,3.595775117892014,7.977901337074186,10.148097085905793,1.0,5.765970866723621
6,9,2|4|0|0|2|1,3.778096674685969,8.16022289386814,10.148097085905793,1.0,5.765970866723622
6,9,2|4|0|0|3|0,5.059030520148035,10.252086955546533,10.148097085905793,1.0,4.955040650507295
6,9,2|4|0|1|0|2,3.818918669206223,8.201044888388395,10.148097085905793,1.0,5.76597086672362
6,9,2|4|0|1|1|1,3.308093045440234,6.997072084062459,10.148097085905793,1.0,6.459118047283567
6,9,2|4|0|1|2|0,4.183561782794133,8.565688001976305,10.148097085905793,1.0,5.76597086672362
6,9,2|4|0|2|0|1,4.224383777314387,8.606509996496559,10.148097085905793,1.0,5.76597086672362
6,9,2|4|0|2|1|0,4.4067053341083415,8.788831553290514,10.148097085905793,1.0,5.76597086672362
6,9,2|4|0|3|0|0,5.728461174090661,10.921517609489163,10.148097085905793,1.0,4.955040650507291
6,9,2|4|1|0|0|2,4.106600741658003,8.488726960840177,10.148097085905793,1.0,5.7659708667236185
6,9,2|4|1|0|1|1,3.595775117892014,7.28475415651424,10.148097085905793,1.0,6.4591180472835665
6,9,2|4|1|0|2|0,4.471243855245913,8.853370074428085,10.148097085905793,1.0,5.76597086672362
6,9,2|4|1|1|0|1,3.818918669206223,7.50789770782845,10.148097085905793,1.0,6.459118047283566
6,9,2|4|1|1|1|0,4.001240226000178,7.690219264622405,10.148097085905793,1.0,6.459118047283566
6,9,2|4|1|2|0|0,4.917530957874334,9.299657177056504,10.148097085905793,1.0,5.765970866723622
6,9,2|4|2|0|0|1,4.79974792221795,9.181874141400122,10.148097085905793,1.0,5.76597086672362
6,9,2|4|2|0|1|0,4.982069479011905,9.364195698194075,10.148097085905793,1.0,5.765970866723622
6,9,2|4|2|1|0|0,5.205213030326114,9.587339249508286,10.148097085905793,1.0,5.76597086672362
6,9,2|4|3|0|0|0,6.5915073914460045,11.784563826844506,10.148097085905793,1.0,4.955040650507291
6,9,2|5|0|0|0|2,6.12150376220027,11.396204186639281,10.148097085905793,1.0000000000000002,4.873396661466781
6,9,2|5|0|0|1|1,5.610678138434279,10.192231382313345,10.148097085905793,1.0,5.566543842026727
6,9,2|5|0|0|2|0,6.4861468757881795,11.76084730022719,10.148097085905793,1.0000000000000002,4.873396661466781
6,9,2|5|0|1|0|1,5.833821689748488,10.415374933627554,10.148097085905793,1.0,5.566543842026727
6,9,2|5|0|1|1|0,6.016143246542443,10.597696490421509,10.148097085905793,1.0,5.566543842026727
6,9,2|5|0|2|0|0,6.932433978416601,12.20713440285561,10.148097085905793,1.0000000000000002,4.873396661466783
6,9,2|5|1|0|0|1,6.1215037622002715,10.703057006079336,10.148097085905793,1.0,5.566543842026729
6,9,2|5|1|0|1|0,6.303825318994226,10.88537856287329,10.148097085905793,1.0,5.566543842026729
6,9,2|5|1|1|0|0,6.526968870308435,11.1085221141875,10.148097085905793,1.0,5.566543842026729
6,9,2|5|2|0|0|0,7.5077981233201605,12.782498547759172,10.148097085905793,1.0000000000000002,4.873396661466781
6,9,2|6|0|0|0|1,8.31872833953649,13.811889367385326,10.148097085905793,1.0,4.654936058056956
6,9,2|6|0|0|1|0,8.501049896330445,13.99421092417928,10.148097085905793,1.0,4.654936058056958
6,9,2|6|0|1|0|0,8.724193447644653,14.21735447549349,10.148097085905793,1.0,4.654936058056956
6,9,2|6|1|0|0|0,9.011875520096437,14.505036547945272,10.148097085905793,1.0,4.654936058056958
6,9,2|7|0|0|0|0,11.36325077725991,17.781315884072303,10.148097085905793,1.0,3.7300319790934005
6,9,3|0|0|0|0|6,4.617426365423997,10.921517609489161,10.148097085905793,1.0,3.8440058418406284
6,9,3|0|0|0|1|5,3.0079884529898955,8.400471913085289,10.148097085905793,1.0,4.755613625810399
