theta,trial,seed,initial_state,alpha,horizon,stopped,stopping_time
0.78,19,260517606,0,0.009999999999999995,10000,False,
0.8,20,260517607,0,0.05000000000000001,10000,False,
0.8,20,260517607,0,0.009999999999999995,10000,False,
0.4,21,260517608,1,0.05000000000000001,10000,False,
0.4,21,260517608,1,0.009999999999999995,10000,False,
0.42000000000000004,22,260517609,1,0.05000000000000001,10000,False,
0.42000000000000004,22,260517609,1,0.009999999999999995,10000,False,
0.44,23,260517610,1,0.05000000000000001,10000,False,
0.44,23,260517610,1,0.009999999999999995,10000,False,
0.46,24,260517611,1,0.05000000000000001,10000,False,
0.46,24,260517611,1,0.009999999999999995,10000,False,
0.48000000000000004,25,260517612,1,0.05000000000000001,10000,False,
0.48000000000000004,25,260517612,1,0.009999999999999995,10000,False,
0.5,26,260517613,1,0.05000000000000001,10000,False,
0.5,26,260517613,1,0.009999999999999995,10000,False,
0.52,27,260517614,1,0.05000000000000001,10000,False,
0.52,27,260517614,1,0.009999999999999995,10000,False,
0.54,28,260517615,1,0.05000000000000001,10000,False,
0.54,28,260517615,1,0.009999999999999995,10000,False,
0.56,29,260517616,1,0.05000000000000001,10000,False,
0.56,29,260517616,1,0.009999999999999995,10000,False,
0.5800000000000001,30,260517617,1,0.05000000000000001,10000,False,
0.5800000000000001,30,260517617,1,0.009999999999999995,10000,False,
0.6000000000000001,31,260517618,1,0.05000000000000001,10000,False,
0.6000000000000001,31,260517618,1,0.009999999999999995,10000,False,
0.6200000000000001,32,260517619,1,0.05000000000000001,10000,False,
0.6200000000000001,32,260517619,1,0.009999999999999995,10000,False,
0.6400000000000001,33,260517620,1,0.05000000000000001,10000,False,
0.6400000000000001,33,260517620,1,0.009999999999999995,10000,False,
0.66,34,260517621,1,0.05000000000000001,10000,False,
0.66,34,260517621,1,0.009999999999999995,10000,False,
0.68,35,260517622,1,0.05000000000000001,10000,False,
0.68,35,260517622,1,0.009999999999999995,10000,False,
0.7,36,260517623,1,0.05000000000000001,10000,False,
0.7,36,260517623,1,0.009999999999999995,10000,False,
0.72,37,260517624,1,0.05000000000000001,10000,False,
0.72,37,260517624,1,0.009999999999999995,10000,False,
0.74,38,260517625,1,0.05000000000000001,10000,False,
0.74,38,260517625,1,0.009999999999999995,10000,False,
0.76,39,260517626,1,0.05000000000000001,10000,False,
0.76,39,260517626,1,0.009999999999999995,10000,False,
0.78,40,260517627,1,0.05000000000000001,10000,False,
0.78,40,260517627,1,0.009999999999999995,10000,False,
0.8,41,260517628,1,0.05000000000000001,10000,False,
0.8,41,260517628,1,0.009999999999999995,10000,False,
0.4,42,260517629,2,0.05000000000000001,10000,False,
0.4,42,260517629,2,0.009999999999999995,10000,False,
0.42000000000000004,43,260517630,2,0.05000000000000001,10000,False,
0.42000000000000004,43,260517630,2,0.009999999999999995,10000,False,
0.44,44,260517631,2,0.05000000000000001,10000,False,
0.44,44,260517631,2,0.009999999999999995,10000,False,
0.46,45,260517632,2,0.05000000000000001,10000,False,
0.46,45,260517632,2,0.009999999999999995,10000,False,
0.48000000000000004,46,260517633,2,0.05000000000000001,10000,False,
0.48000000000000004,46,260517633,2,0.009999999999999995,10000,False,
0.5,47,260517634,2,0.05000000000000001,10000,False,
0.5,47,260517634,2,0.009999999999999995,10000,False,
0.52,48,260517635,2,0.05000000000000001,10000,False,
0.52,48,260517635,2,0.009999999999999995,10000,False,
0.54,49,260517636,2,0.05000000000000001,10000,False,
0.54,49,260517636,2,0.009999999999999995,10000,False,
0.56,50,260517637,2,0.05000000000000001,10000,False,
0.56,50,260517637,2,0.009999999999999995,10000,False,
0.5800000000000001,51,260517638,2,0.05000000000000001,10000,False,
0.5800000000000001,51,260517638,2,0.009999999999999995,10000,False,
0.6000000000000001,52,260517639,2,0.05000000000000001,10000,False,
0.6000000000000001,52,260517639,2,0.009999999999999995,10000,False,
0.6200000000000001,53,260517640,2,0.05000000000000001,10000,False,
0.6200000000000001,53,260517640,2,0.009999999999999995,10000,False,
0.6400000000000001,54,260517641,2,0.05000000000000001,10000,False,
